Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_3_T1_1 Spectral Count	ALS_3_T2_2 Spectral Count	ALS_3_T3_3 Spectral Count	ALS_3_T4_4 Spectral Count	ALS_3_T1_1 Unique Spectral Count	ALS_3_T2_2 Unique Spectral Count	ALS_3_T3_3 Unique Spectral Count	ALS_3_T4_4 Unique Spectral Count	ALS_3_T1_1 Total Spectral Count	ALS_3_T2_2 Total Spectral Count	ALS_3_T3_3 Total Spectral Count	ALS_3_T4_4 Total Spectral Count	ALS_3_T1_1 Intensity	ALS_3_T2_2 Intensity	ALS_3_T3_3 Intensity	ALS_3_T4_4 Intensity	ALS_3_T1_1 MaxLFQ Intensity	ALS_3_T2_2 MaxLFQ Intensity	ALS_3_T3_3 MaxLFQ Intensity	ALS_3_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	0.6783	0.9833	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	554048.2	0.0	582426.1	278040.34	0.0	0.0	0.0	0.0	
sp|O94769|ECM2_HUMAN	O94769	ECM2_HUMAN	ECM2	699	Homo sapiens	1:Experimental evidence at protein level	Extracellular matrix protein 2	0.7684	0.9893	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	334844.16	863778.1	252205.11	471214.47	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9985	16	42	42	42	9	11	13	9	9	11	13	9	9	11	13	9	4705875.0	4011707.0	4788749.0	4660907.0	1845288.0	1614987.6	1886415.4	1708467.6	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	6	15	15	15	4	2	5	4	4	2	5	4	4	2	5	4	5611377.0	4959650.0	4404838.0	4850167.0	3601146.0	3372487.2	3092944.0	3123574.5	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	12	45	45	45	15	10	10	10	15	10	10	10	15	10	10	10	4.3729384E7	2.4674746E7	3.4344656E7	2.3490338E7	1.1513698E7	1.237676E7	1.1797115E7	1.2201448E7	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.9328	0.9974	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	525245.0	853865.56	606738.75	946230.1	0.0	0.0	0.0	0.0	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9724	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1757297.9	1806517.8	1971327.6	1444764.2	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.991	2	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	676086.75	900648.75	363189.84	724471.6	0.0	616793.7	0.0	481698.66	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	9	35	35	35	9	10	8	8	9	10	8	8	9	10	8	8	1.9889388E7	1.3447114E7	1.8172808E7	1.6462164E7	7610333.0	6575778.5	6819926.0	8307335.0	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9984	5	13	13	13	5	1	4	3	5	1	4	3	5	1	4	3	3136966.0	1817095.5	4417489.0	1860303.8	1200053.4	786510.0	1550486.4	797865.9	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.9984	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	4.3561492E7	4.8426708E7	5.2781856E7	5.7239052E7	2.8359154E7	3.1340688E7	3.3570476E7	3.5942736E7	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	40	161	161	161	40	42	37	42	40	42	37	42	40	42	37	42	1.09883632E8	9.0585632E7	9.3948784E7	8.9884184E7	3.7026684E7	4.3619852E7	3.3813004E7	4.2092864E7	
sp|P00505|AATM_HUMAN	P00505	AATM_HUMAN	GOT2	430	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, mitochondrial	0.9579	0.9984	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	416371.94	391255.25	572941.25	319702.38	0.0	0.0	0.0	0.0	
sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycerate kinase 1	0.9998	0.9686	2	3	3	3	2	0	1	0	2	0	1	0	2	0	1	0	866395.25	451962.25	1049947.0	512611.94	527756.25	264730.88	629979.1	295778.9	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.999	7	20	20	20	5	6	5	4	5	6	5	4	5	6	5	4	1.1725057E7	1.8664088E7	1.4417704E7	1.4418739E7	4533056.5	7199034.0	4973882.5	5275460.0	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	12	35	35	35	12	9	9	5	12	9	9	5	12	9	9	5	2.75762848E8	2.43343312E8	3.09346464E8	2.7691664E8	2.62150048E8	2.84797024E8	2.5382984E8	2.66950128E8	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.999	13	47	27	47	13	10	12	12	8	5	7	7	13	10	12	12	4.7369256E7	5.2997992E7	4.7527704E7	4.2136432E7	3.7947584E7	4.4739864E7	4.2892384E7	3.9869372E7	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.999	4	11	11	11	5	1	4	1	5	1	4	1	5	1	4	1	7879787.0	5026769.0	4707113.5	3879587.2	3261902.2	2441787.8	2363201.2	1735659.9	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	10	43	35	43	12	10	10	11	10	8	8	9	12	10	10	11	2.8583438E7	2.3491244E7	2.1997712E7	2.3491424E7	1.0959094E7	1.1199554E7	1.0726148E7	1.0609177E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	4	15	15	15	3	4	4	4	3	4	4	4	3	4	4	4	5672571.0	4856906.5	4485353.0	4502231.5	2324461.2	2001186.6	1799080.0	1920098.9	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	24	85	85	85	23	20	18	24	23	20	18	24	23	20	18	24	3.6703984E7	4.4463392E7	4.112344E7	4.3884956E7	1.4111757E7	1.5899763E7	1.483038E7	1.6874142E7	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	21	101	101	101	26	24	25	26	26	24	25	26	26	24	25	26	2.7498688E7	3.6261288E7	2.8751524E7	2.6534512E7	1.1610831E7	1.4189808E7	1.1218473E7	1.2007183E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	32	185	181	185	49	45	45	46	48	44	44	45	49	45	45	46	6.9902694E8	5.32393088E8	6.7233376E8	5.00936384E8	2.17428512E8	2.80318912E8	2.15525312E8	2.46016016E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	17	83	83	83	23	19	21	20	23	19	21	20	23	19	21	20	1.02080672E8	1.07971224E8	1.05582624E8	1.03097648E8	4.031912E7	4.0733348E7	4.1938908E7	3.5523996E7	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	17	84	84	84	20	24	19	21	20	24	19	21	20	24	19	21	2.29784496E8	2.08438816E8	3.033536E8	2.14108656E8	9.18086E7	9.3707312E7	9.2171832E7	8.4579664E7	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	53	236	205	236	62	60	59	55	54	52	51	48	62	60	59	55	1.02211776E8	9.3353408E7	9.4197504E7	9.0874928E7	3.6603068E7	3.6336136E7	3.6783484E7	4.0816552E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	87	426	426	426	114	104	103	105	114	104	103	105	114	104	103	105	1.47493184E8	1.30241552E8	1.3121084E8	1.14193728E8	5.147198E7	5.9094168E7	5.0512824E7	5.4114368E7	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.999	17	37	37	37	13	7	11	6	13	7	11	6	13	7	11	6	2732948.2	3049453.5	2929519.0	3356071.5	1152991.4	1203799.1	1237183.6	1168845.8	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.9987	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	7383857.5	6330128.0	8294177.0	5642819.5	5168756.5	4915752.5	5693641.0	4110616.5	
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	48	48	48	13	12	10	13	13	12	10	13	13	12	10	13	1.0143113E9	8.4608576E8	9.6145216E8	3.0400432E8	4.41710656E8	4.54909024E8	3.99485984E8	3.92759776E8	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	7	29	29	29	7	7	8	7	7	7	8	7	7	7	8	7	3.445884E7	3.9048096E7	3.5822116E7	3.2774024E7	1.6826996E7	1.89899E7	1.6916502E7	1.5277337E7	
sp|P01127|PDGFB_HUMAN	P01127	PDGFB_HUMAN	PDGFB	241	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit B	1.0	0.9981	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	318765.12	443804.78	981631.4	1510582.2	0.0	0.0	0.0	0.0	
sp|P01178|NEU1_HUMAN	P01178	NEU1_HUMAN	OXT	125	Homo sapiens	1:Experimental evidence at protein level	Oxytocin-neurophysin 1	0.8455	0.9935	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	202097.86	245765.61	173795.52	330894.22	0.0	0.0	0.0	0.0	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	1.0	0.999	4	12	12	12	4	2	3	3	4	2	3	3	4	2	3	3	2.8952584E7	2.7660068E7	2.66442E7	2.6557774E7	1.4949428E7	1.1200516E7	1.4616312E7	1.2420056E7	
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	Homo sapiens	1:Experimental evidence at protein level	Pro-neuropeptide Y	1.0	0.9988	2	10	10	10	3	3	2	2	3	3	2	2	3	3	2	2	5627751.5	3530515.2	5577534.0	3578774.2	2453855.5	1815149.2	2383833.8	1633275.9	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	0.9216	0.997	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	811168.5	1110987.4	817696.2	1165014.0	0.0	0.0	0.0	0.0	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.9729	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	2021273.8	1710605.2	1558052.5	1746137.6	0.0	0.0	0.0	0.0	sp|P01594|KV133_HUMAN
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	1.0	0.9989	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	3497444.8	5999339.0	2877201.0	6242477.5	0.0	3697553.8	0.0	3835668.0	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	1.0	0.999	3	10	6	10	2	3	2	3	1	2	1	2	2	3	2	3	4.2296296E7	4.2934072E7	3.170707E7	4.0367476E7	2.7677376E7	3.0938716E7	2.2488476E7	2.8600564E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.999	2	7	3	7	1	2	2	2	0	1	1	1	1	2	2	2	6372768.0	8419873.0	6912527.0	6302584.0	4905135.0	6554116.5	5408079.0	5073414.0	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	1.0	0.9986	2	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	8852550.0	6205939.0	7453185.0	6538403.0	4979234.5	3712137.5	4401276.0	3878499.0	
sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-40	0.7522	0.9883	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	580274.44	832200.56	732551.94	1262078.4	0.0	0.0	0.0	0.0	
sp|P01704|LV214_HUMAN	P01704	LV214_HUMAN	IGLV2-14	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-14	0.949	0.9981	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	880299.44	1729039.0	1133816.5	1314290.6	0.0	0.0	0.0	0.0	
sp|P01706|LV211_HUMAN	P01706	LV211_HUMAN	IGLV2-11	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-11	1.0	0.9962	2	5	5	7	2	1	1	1	2	1	1	1	2	2	1	2	4952610.5	517559.84	4947055.5	4496106.0	4429930.5	0.0	4680708.0	3779203.5	
sp|P01709|LV208_HUMAN	P01709	LV208_HUMAN	IGLV2-8	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-8	1.0	0.9951	2	9	7	9	2	2	2	3	2	1	2	2	2	2	2	3	1641536.0	1.6652816E7	1856237.8	1.8466096E7	3510129.0	5202674.5	4008368.2	4566508.5	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.9989	2	8	0	8	1	3	2	2	0	0	0	0	1	3	2	2	1.5692959E7	2.104291E7	1.8527484E7	2.1775944E7	1.0053812E7	1.0109964E7	8722972.0	1.1072262E7	sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9988	3	13	6	13	4	3	4	2	2	1	2	1	4	3	4	2	1.6057137E7	1.5403909E7	2.627137E7	2.4588644E7	9029633.0	9923479.0	9973641.0	1.1058344E7	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	6	22	22	22	5	6	6	5	5	6	6	5	5	6	6	5	3.61441888E8	6.5162298E8	2.92257408E8	3.96433856E8	2.94380544E8	3.21640736E8	2.4071744E8	2.56703728E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	9	46	20	46	12	11	12	11	5	5	5	5	12	11	12	11	6.1761523E8	5.4006342E8	6.0423936E8	5.4811994E8	2.1995208E8	2.27592928E8	2.1495672E8	2.15738176E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	6	21	20	33	6	5	5	5	5	5	5	5	9	8	8	8	2.85810176E8	4.295152E8	4.2086016E8	4.058328E8	2.0883136E8	1.73839008E8	1.82543392E8	1.59141504E8	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.999	6	5	5	28	1	1	2	1	1	1	2	1	8	6	8	6	8077877.0	9261967.0	8506164.0	1.0447223E7	0.0	0.0	0.0	0.0	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	0.9996	0.9989	4	4	4	22	1	1	1	1	1	1	1	1	6	5	6	5	8502270.0	7924198.0	7333561.5	7548765.0	0.0	0.0	0.0	0.0	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	1.0	0.9981	3	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	839752.5	885606.5	1203325.1	1320333.0	372423.5	521084.9	520978.2	606477.8	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	6	20	8	20	6	5	4	5	2	2	2	2	6	5	4	5	8.7421872E7	8.354784E7	7.5935936E7	7.6542624E7	3.4773124E7	3.1571126E7	2.9967678E7	3.2501802E7	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.999	8	19	19	19	6	5	5	3	6	5	5	3	6	5	5	3	5998515.0	4195610.5	4838004.0	4472905.0	2439638.8	2088155.2	2045887.9	2081700.6	
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0	0.9988	3	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	1819207.6	1986862.8	1640960.5	1913018.8	689233.7	908859.7	735662.6	903895.25	
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	Homo sapiens	1:Experimental evidence at protein level	Prelamin-A/C	1.0	0.9973	3	4	4	4	2	0	2	0	2	0	2	0	2	0	2	0	1154485.9	248396.55	1835088.9	406217.12	508672.88	0.0	836188.5	243628.88	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	26	139	139	139	36	36	32	35	36	36	32	35	36	36	32	35	5.4341626E8	6.801175E8	6.180103E8	6.1558989E8	2.31411072E8	2.78160128E8	2.16197152E8	2.89091072E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	26	142	142	142	36	35	35	36	36	35	35	36	36	35	35	36	6.7027539E8	7.3776256E8	6.6621805E8	7.1594726E8	2.79698752E8	2.99419968E8	2.8176352E8	3.03063072E8	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	5	23	23	23	6	6	5	6	6	6	5	6	6	6	5	6	1.84505664E8	1.92151328E8	1.79766928E8	1.9137344E8	1.06438016E8	1.12824992E8	9.9773432E7	1.11339408E8	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.9989	4	18	18	18	5	5	4	4	5	5	4	4	5	5	4	4	2.8166646E7	2.7303892E7	2.832371E7	2.6434384E7	1.2158126E7	1.2608376E7	1.0842349E7	1.3086154E7	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9983	2	6	6	6	2	1	2	1	2	1	2	1	2	1	2	1	4621196.5	3451160.5	3886148.0	3478594.8	3300538.0	2229302.8	2596438.8	2227941.8	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	12	12	12	3	3	3	3	3	3	3	3	3	3	3	3	2.1565746E7	2.0308014E7	1.9665592E7	1.907177E7	1.1455358E7	1.2731986E7	1.1494761E7	1.0896587E7	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	18	59	59	59	18	14	12	15	18	14	12	15	18	14	12	15	1.6781412E7	1.7488258E7	1.3432453E7	1.779576E7	6835597.5	6980332.0	5913596.0	7004192.0	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	14	56	56	56	16	14	14	12	16	14	14	12	16	14	14	12	1.7082834E7	1.6520838E7	1.7435764E7	1.5114232E7	7124637.5	7366754.5	6086187.0	7662146.5	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	15	57	57	57	18	14	13	12	18	14	13	12	18	14	13	12	2.0500578E7	2.821117E7	2.5902924E7	2.7898872E7	1.1656054E7	1.319877E7	1.1078665E7	1.1761754E7	
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A	1.0	0.9968	3	9	9	9	2	3	2	2	2	3	2	2	2	3	2	2	3323041.5	3209198.8	2534794.2	3476458.5	1731852.0	2066762.5	1145767.5	1480610.4	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.999	5	19	19	19	6	4	5	4	6	4	5	4	6	4	5	4	1.8782284E7	1.9417854E7	2.1097792E7	1.91201E7	9562051.0	9370287.0	9556397.0	9907915.0	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.9989	3	10	10	10	3	3	2	2	3	3	2	2	3	3	2	2	2.1250908E7	1.9726784E7	2.0785448E7	1.9173606E7	9431886.0	8778302.0	9991200.0	8816310.0	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	14	47	43	47	13	10	12	12	12	9	11	11	13	10	12	12	9769715.0	1.302181E7	1.1813588E7	8952649.0	3773901.5	4667190.0	4495083.5	4454677.5	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9988	7	23	23	23	6	7	4	6	6	7	4	6	6	7	4	6	3.3485154E7	3.655528E7	2.8901528E7	3.784716E7	1.7324792E7	1.8706796E7	1.6234079E7	1.8729542E7	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	9	34	34	34	10	9	9	6	10	9	9	6	10	9	9	6	2.103911E7	2.0254136E7	2.2513602E7	1.6245677E7	8194599.5	7571524.5	7702924.5	6922550.5	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	60	207	207	207	59	52	51	45	59	52	51	45	59	52	51	45	3.4465976E7	3.1340008E7	3.429548E7	3.2211414E7	1.2335061E7	1.3645416E7	1.1839998E7	1.2585229E7	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.9989	4	17	17	17	5	4	5	3	5	4	5	3	5	4	5	3	1.4859016E7	2.1066764E7	1.3479916E7	1.5291458E7	6945605.0	8469769.0	6323450.0	7332039.0	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.9989	4	13	13	13	4	3	3	3	4	3	3	3	4	3	3	3	1.3290299E7	1.1401442E7	1.2185736E7	1.0079184E7	6626764.0	6203819.0	5215953.0	6075646.5	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	7	33	33	41	8	9	8	8	8	9	8	8	10	11	10	10	1.1825104E8	1.37783488E8	1.28022608E8	1.27025072E8	8.3924816E7	9.5855744E7	8.5990968E7	9.3621288E7	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	20	20	20	5	6	4	5	5	6	4	5	5	6	4	5	9.7294272E7	1.1437312E8	8.2658184E7	9.1987736E7	3.8334856E7	5.2182372E7	3.6411428E7	4.5766924E7	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	8	50	50	50	13	12	13	12	13	12	13	12	13	12	13	12	2.99049792E8	2.07553872E8	2.48142096E8	2.20414176E8	1.74800032E8	1.31525752E8	1.08826024E8	1.33480568E8	
