Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_9_1 Spectral Count	ALS_9_2 Spectral Count	ALS_9_3 Spectral Count	ALS_9_4 Spectral Count	ALS_9_1 Unique Spectral Count	ALS_9_2 Unique Spectral Count	ALS_9_3 Unique Spectral Count	ALS_9_4 Unique Spectral Count	ALS_9_1 Total Spectral Count	ALS_9_2 Total Spectral Count	ALS_9_3 Total Spectral Count	ALS_9_4 Total Spectral Count	ALS_9_1 Intensity	ALS_9_2 Intensity	ALS_9_3 Intensity	ALS_9_4 Intensity	ALS_9_1 MaxLFQ Intensity	ALS_9_2 MaxLFQ Intensity	ALS_9_3 MaxLFQ Intensity	ALS_9_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	45	45	45	12	10	11	12	12	10	11	12	12	10	11	12	3.90569664E8	3.64466016E8	3.85721408E8	4.6701824E8	2.19957184E8	2.0395376E8	1.9041048E8	2.4319536E8	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	10	37	37	37	9	9	9	10	9	9	9	10	9	9	9	10	4.6381844E7	5.0599512E7	4.8163996E7	4.1569348E7	1.9745976E7	2.0861718E7	2.1073062E7	1.8817506E7	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	1.0	0.9989	3	10	10	10	2	2	3	3	2	2	3	3	2	2	3	3	4961203.0	1.0936422E7	9768038.0	1.3281308E7	4857830.0	4975367.5	4440295.0	6216561.5	
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	Homo sapiens	1:Experimental evidence at protein level	Pro-neuropeptide Y	0.9362	0.9979	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	300722.22	217810.14	390064.94	405002.9	0.0	0.0	0.0	0.0	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.968	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	2054720.6	1879318.0	2301655.5	1702288.9	0.0	0.0	0.0	0.0	sp|P01594|KV133_HUMAN
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-39	1.0	0.999	2	7	0	7	2	1	2	2	0	0	0	0	2	1	2	2	7339529.0	5024647.5	3846177.2	2297100.2	4292207.0	3232337.0	2512135.0	1451265.5	sp|P04432|KVD39_HUMAN
sp|P01599|KV117_HUMAN	P01599	KV117_HUMAN	IGKV1-17	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-17	1.0	0.9988	2	3	1	3	0	0	2	1	0	0	1	0	0	0	2	1	3644328.0	2606520.0	3377086.2	2342877.5	2432898.5	1834303.6	2259882.2	1602795.0	
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	1.0	0.9966	2	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	7298857.0	6727725.0	7458877.0	7618276.5	5002188.5	4711916.0	4963038.5	5487402.0	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	1.0	0.999	4	10	5	10	3	3	2	2	1	2	1	1	3	3	2	2	5.006698E7	4.0236552E7	4.2000092E7	3.4083352E7	3.274479E7	2.447211E7	2.7489894E7	2.0263948E7	
sp|P01624|KV315_HUMAN	P01624	KV315_HUMAN	IGKV3-15	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-15	0.9993	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	4274860.5	4949630.0	1.5122658E7	1.391054E7	2841971.8	4044972.5	1.1612139E7	1.1040722E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.999	2	8	4	8	2	2	2	2	1	1	1	1	2	2	2	2	1.3061044E7	1.0885322E7	1.1838287E7	9677794.0	9129122.0	7545505.0	8455317.0	7031915.0	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	1.0	0.9911	2	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	6215483.5	6070195.0	1310348.0	7827211.0	5375554.5	5347896.0	0.0	5510942.5	
sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-40	0.4514	0.964	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1728901.6	1650372.1	1317710.2	1296187.4	0.0	0.0	0.0	0.0	
sp|P01709|LV208_HUMAN	P01709	LV208_HUMAN	IGLV2-8	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-8	1.0	0.9955	2	11	8	11	3	3	3	2	2	2	2	2	3	3	3	2	9881580.0	6837422.5	1.2481293E7	1.3298659E7	8151788.0	9506108.0	8267785.5	6814183.5	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.9992	0.9766	1	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	507857.34	623125.4	642573.9	663624.5	0.0	0.0	0.0	0.0	
sp|P01717|LV325_HUMAN	P01717	LV325_HUMAN	IGLV3-25	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-25	1.0	0.9966	2	6	0	6	2	2	1	1	0	0	0	0	2	2	1	1	1875650.5	1662117.5	1874979.0	1721007.9	1356720.1	1138049.6	1354721.5	1248360.9	sp|P01718|LV327_HUMAN
sp|P01721|LV657_HUMAN	P01721	LV657_HUMAN	IGLV6-57	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 6-57	0.9459	0.9982	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1060051.2	871958.3	925413.6	516295.2	0.0	0.0	0.0	0.0	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.9985	4	10	0	14	3	3	2	2	0	0	0	0	4	4	3	3	3.1675372E7	3.082074E7	2.9704192E7	2.5408106E7	1.8521954E7	1.8459492E7	1.6412778E7	1.5496283E7	sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9986	4	17	6	17	5	3	4	5	2	1	1	2	5	3	4	5	1.6637404E7	2.411512E7	2.8214046E7	2.1514686E7	1.2434165E7	1.177376E7	1.2031583E7	1.0387067E7	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	6	23	23	23	6	6	6	5	6	6	6	5	6	6	6	5	3.16192768E8	5.7498074E8	3.33027168E8	4.17942528E8	2.2453808E8	2.76522848E8	2.54041424E8	1.98914384E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	8	28	16	40	7	7	7	7	4	4	4	4	10	10	10	10	6.3378227E8	5.8785478E8	5.9431635E8	5.06449984E8	2.41783072E8	2.07454384E8	2.33857632E8	1.92164192E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	7	37	21	37	9	9	10	9	5	5	6	5	9	9	10	9	3.89352896E8	3.61309312E8	3.75379072E8	3.248768E8	1.62057424E8	1.57111168E8	1.48111584E8	1.218326E8	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.9989	6	7	7	31	2	2	2	1	2	2	2	1	8	8	8	7	1.3254109E7	1.016946E7	9837134.0	6831291.5	9803480.0	7425396.0	7168712.0	0.0	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	0.9994	0.9985	4	4	4	20	1	1	1	1	1	1	1	1	5	5	5	5	8265426.0	6236261.0	6864297.0	6033132.0	0.0	0.0	0.0	0.0	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	1.0	0.999	8	22	22	22	5	6	5	6	5	6	5	6	5	6	5	6	3029056.5	2980314.0	3299804.0	1990782.6	1431749.5	1336638.4	1724915.4	1074241.1	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	7	28	12	28	7	7	7	7	3	3	3	3	7	7	7	7	1.49210016E8	1.40813984E8	1.38419904E8	1.33783032E8	6.0544052E7	5.8148308E7	6.3464536E7	5.6717584E7	
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	391	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2	0.9999	0.999	5	4	4	20	1	1	1	1	1	1	1	1	5	5	5	5	3099496.5	3325512.0	3666459.0	2668127.5	0.0	0.0	0.0	0.0	
sp|P01880|IGHD_HUMAN	P01880	IGHD_HUMAN	IGHD	430	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant delta	0.4703	0.9666	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	522562.75	412470.25	418237.5	454995.12	0.0	0.0	0.0	0.0	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.9986	5	14	14	14	5	3	3	3	5	3	3	3	5	3	3	3	2858639.5	2933893.8	2652243.2	2664232.5	1221680.4	1277009.8	1083540.4	1104534.1	
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	0.9997	0.9898	2	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	666216.1	547425.9	636463.4	683184.9	361405.38	299715.38	343422.44	373556.72	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	25	139	139	139	35	34	34	36	35	34	34	36	35	34	34	36	6.1541299E8	5.948032E8	5.17320832E8	4.49465664E8	2.3768712E8	2.11686816E8	2.17405232E8	1.9595016E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	25	123	123	123	30	27	34	32	30	27	34	32	30	27	34	32	2.54077088E8	2.62624512E8	2.41211392E8	3.15921856E8	9.2874248E7	9.326292E7	9.6550112E7	1.12997256E8	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	6	27	27	27	7	7	7	6	7	7	7	6	7	7	7	6	1.73228512E8	1.51700368E8	1.67531872E8	1.44204864E8	1.00303768E8	8.0256704E7	9.9195632E7	8.248424E7	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.9975	4	15	15	15	3	4	5	3	3	4	5	3	3	4	5	3	1.6672298E7	1.5034001E7	1.7410032E7	1.6100563E7	6776669.0	6150721.0	6264961.5	6287285.0	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9985	3	8	8	8	2	2	3	1	2	2	3	1	2	2	3	1	2262131.5	2707066.0	2605269.2	1206486.2	2084970.6	2444841.5	2391332.5	0.0	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	11	11	11	3	2	3	3	3	2	3	3	3	2	3	3	1.7044116E7	1.8123476E7	2.1334218E7	1.6042282E7	9630094.0	1.0607287E7	1.1435038E7	9283573.0	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	19	72	72	72	17	18	19	18	17	18	19	18	17	18	19	18	1.800962E7	1.7582834E7	2.0313228E7	1.645898E7	6366122.5	7216200.0	8473147.0	6837886.5	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	16	62	62	62	15	16	16	15	15	16	16	15	15	16	16	15	1.6497442E7	1.9887656E7	2.059768E7	1.7625924E7	7580229.0	8728330.0	1.0123051E7	8198836.0	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	15	51	51	51	11	9	15	16	11	9	15	16	11	9	15	16	1.8245388E7	2.3587122E7	2.2294078E7	2.0968144E7	7130703.5	8827432.0	9438845.0	7942470.0	
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A	1.0	0.9952	3	4	4	4	0	0	1	3	0	0	1	3	0	0	1	3	2042500.0	1592591.2	1685556.5	2473008.5	1029053.25	906806.7	896008.6	1224778.2	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.9989	4	12	12	12	3	4	3	2	3	4	3	2	3	4	3	2	1.0381413E7	9718054.0	9587948.0	1.16598E7	4499294.5	4525504.5	4243182.5	4986887.0	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.9989	3	7	7	7	1	2	1	3	1	2	1	3	1	2	1	3	1.1260024E7	1.0228736E7	9081720.0	1.1285629E7	4829652.0	4681496.5	4247403.0	5187775.5	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	13	48	45	48	11	13	12	12	10	12	12	11	11	13	12	12	8595403.0	1.1095832E7	9960498.0	9076573.0	2926129.2	4072128.8	4026951.2	3247597.2	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9973	5	18	18	18	4	5	5	4	4	5	5	4	4	5	5	4	1.8536042E7	1.8131124E7	1.8582524E7	1.8148496E7	7159093.0	7172704.5	7942920.0	7691704.5	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	9	30	30	30	9	7	8	6	9	7	8	6	9	7	8	6	1.1846576E7	1.1230499E7	9961238.0	8544902.0	4192928.0	4232781.5	4269083.0	3244809.2	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	47	165	165	165	44	40	40	41	44	40	40	41	44	40	40	41	1.2001759E7	1.6021139E7	1.438122E7	1.7236204E7	5021250.5	5662623.0	5609476.5	6111176.0	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.9988	4	16	16	16	4	4	3	5	4	4	3	5	4	4	3	5	1.5205716E7	1.0082714E7	1.0628076E7	8749146.0	7730769.5	5390067.5	5914280.5	4374680.0	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.9988	4	16	16	16	5	4	3	4	5	4	3	4	5	4	3	4	1.2015938E7	9379229.0	1.0464271E7	8613644.0	5223143.0	4303349.0	4495189.0	3789469.5	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	8	45	37	45	11	10	12	12	9	8	10	10	11	10	12	12	1.15816496E8	1.72334752E8	1.77256832E8	1.5422104E8	8.4583344E7	7.861636E7	7.8202368E7	7.4441624E7	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	19	19	19	6	4	4	5	6	4	4	5	6	4	4	5	8.154096E7	1.06963344E8	1.22251152E8	1.03092704E8	4.5180972E7	4.5400492E7	4.6908272E7	4.312882E7	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	8	49	49	49	12	11	13	13	12	11	13	13	12	11	13	13	6.4956296E7	7.532684E7	6.6175064E7	8.7106896E7	3.5667996E7	3.9633904E7	3.5759336E7	4.3213564E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	33	162	142	162	41	42	38	41	36	37	33	36	41	42	38	41	4.23163059E9	4.32922E7	7.5358735E9	1.26333837E9	3.57233715E9	3.36086835E9	3.32419968E9	2.67131776E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	13	57	57	57	14	15	15	13	14	15	15	13	14	15	15	13	8.3974848E7	5.8573392E7	8.255364E7	8.0423792E7	3.381456E7	3.236458E7	3.2127512E7	3.045649E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	26	167	167	167	42	42	42	41	42	42	42	41	42	42	42	41	8.0681843E8	8.5313715E8	8.0142413E8	8.9558925E8	3.39677312E8	3.07827264E8	2.89339776E8	3.06574208E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	15	68	60	68	17	16	17	18	15	14	15	16	17	16	17	18	1.71345088E8	1.64866496E8	1.80256256E8	1.88979392E8	8.5895272E7	7.8689648E7	7.515928E7	7.5824072E7	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	1.0	0.9981	6	14	14	14	2	3	3	6	2	3	3	6	2	3	3	6	2312239.5	2259304.0	2367531.5	2487457.5	1104998.9	1036512.6	1162463.0	908628.56	
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	Homo sapiens	1:Experimental evidence at protein level	C4b-binding protein alpha chain	0.8904	0.9962	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	418701.8	444987.56	544745.5	225297.56	0.0	0.0	0.0	0.0	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.9989	6	20	20	20	5	4	5	6	5	4	5	6	5	4	5	6	7842373.5	1.0636647E7	1.8380978E7	1.5658414E7	3029654.8	4727442.0	6313712.5	6075769.0	
sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase A	1.0	0.9988	9	28	3	28	8	5	7	8	1	0	1	1	8	5	7	8	2957329.0	3267014.8	3541159.5	3251958.5	1164028.5	1284313.2	1280975.4	1299249.5	
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	Homo sapiens	1:Experimental evidence at protein level	Major prion protein	1.0	0.999	6	23	23	23	7	5	5	6	7	5	5	6	7	5	5	6	1.2253896E7	1.1198728E7	9343904.0	1.2424114E7	7130526.5	6197529.0	5518956.5	7546946.5	
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	1.0	0.9987	3	6	6	6	2	1	2	1	2	1	2	1	2	1	2	1	2189053.5	1131129.5	2513637.0	1209088.6	1240543.2	0.0	1443906.4	0.0	
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	Homo sapiens	1:Experimental evidence at protein level	Histidine-rich glycoprotein	1.0	0.999	11	37	37	37	10	9	9	9	10	9	9	9	10	9	9	9	2.9296676E7	2.53767E7	2.8025072E7	2.0291064E7	1.1130547E7	9893611.0	1.0343987E7	8640787.0	
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	Homo sapiens	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein	1.0	0.999	3	9	9	9	2	2	2	3	2	2	2	3	2	2	2	3	9898556.0	7160423.0	6287184.0	1.1815164E7	6344255.0	4584690.0	4135447.0	6021670.0	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	12	56	56	56	13	13	15	15	13	13	15	15	13	13	15	15	6.3793064E7	5.9832384E7	5.7683896E7	5.2682228E7	2.3492996E7	2.1620486E7	2.1017398E7	2.0456618E7	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	0.9679	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1528919.5	2420565.8	2197857.0	2256397.8	0.0	0.0	0.0	0.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9998	0.9872	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	6186234.5	6785279.0	7267342.0	5116667.0	3948181.5	4246526.5	4609446.0	3225655.5	sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q71UI9|H2AV_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	37	122	122	122	24	29	28	41	24	29	28	41	24	29	28	41	6.0471584E7	6.6578824E7	5.7984316E7	7.3799824E7	1.981409E7	2.3399376E7	2.4000892E7	2.8237912E7	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.9989	16	67	59	67	13	18	16	20	11	16	14	18	13	18	16	20	7444010.0	9676909.0	8780872.0	1.3538914E7	3116453.2	4457179.5	4309153.5	5956878.0	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	5	20	20	20	5	5	5	5	5	5	5	5	5	5	5	5	2.81050656E8	2.74134336E8	2.59683904E8	2.5858528E8	1.1379804E8	1.12453248E8	1.17218816E8	1.05985824E8	
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.9989	10	40	40	40	12	8	10	10	12	8	10	10	12	8	10	10	7386413.0	6482177.5	7961644.5	7229974.0	4396132.5	3698731.5	4542575.0	4202581.0	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	6	22	22	22	5	6	6	5	5	6	6	5	5	6	6	5	1.0008324E7	8607030.0	1.0073419E7	8854272.0	4315609.5	3487548.5	3734935.0	3124045.0	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.9985	5	12	12	12	2	3	3	4	2	3	3	4	2	3	3	4	1.8048712E7	1.9251314E7	1.5564444E7	2.1320666E7	9135435.0	9692409.0	7499390.5	1.0819601E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.9989	3	11	11	11	4	2	2	3	4	2	2	3	4	2	2	3	1.3335109E7	1.4238528E7	1.1572758E7	1.2976323E7	6507067.0	6927152.5	5600723.0	6596687.0	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.999	10	31	31	31	9	7	7	8	9	7	7	8	9	7	7	8	6365846.5	6190421.0	4853496.5	5109117.0	3256882.8	3026817.5	2914285.8	2474627.2	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.999	12	41	41	41	10	11	10	10	10	11	10	10	10	11	10	10	1.0808227E7	1.0777266E7	9881098.0	8372892.0	3418839.8	3996394.5	3816156.5	3417605.5	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	0.5959	0.9796	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	528117.75	546875.7	728684.44	0.0	0.0	0.0	0.0	0.0	sp|P08727|K1C19_HUMAN
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.9956	5	9	1	9	3	2	3	1	1	0	0	0	3	2	3	1	1882346.2	2084669.0	1941738.8	1502489.6	791630.6	821228.7	860016.9	560019.3	
