Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_6_1 Spectral Count	ALS_6_2 Spectral Count	ALS_6_3 Spectral Count	ALS_6_4 Spectral Count	ALS_6_1 Unique Spectral Count	ALS_6_2 Unique Spectral Count	ALS_6_3 Unique Spectral Count	ALS_6_4 Unique Spectral Count	ALS_6_1 Total Spectral Count	ALS_6_2 Total Spectral Count	ALS_6_3 Total Spectral Count	ALS_6_4 Total Spectral Count	ALS_6_1 Intensity	ALS_6_2 Intensity	ALS_6_3 Intensity	ALS_6_4 Intensity	ALS_6_1 MaxLFQ Intensity	ALS_6_2 MaxLFQ Intensity	ALS_6_3 MaxLFQ Intensity	ALS_6_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	23	104	104	104	25	27	27	25	25	27	27	25	25	27	27	25	3.7293492E7	3.7500848E7	3.9318408E7	3.8194524E7	1.5237655E7	1.4788454E7	1.5981811E7	1.5954434E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	33	207	204	207	49	51	54	53	49	50	53	52	49	51	54	53	7.2652486E8	1.08442291E9	1.08797222E9	1.18622426E9	4.3394144E8	3.95979488E8	5.3089152E8	6.6816275E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	18	110	110	110	26	26	28	30	26	26	28	30	26	26	28	30	1.51610352E8	1.62781472E8	1.8382672E8	2.45721248E8	6.2872052E7	5.7016464E7	7.2930632E7	9.5154824E7	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	16	81	81	81	19	21	21	20	19	21	21	20	19	21	21	20	2.04993344E8	1.72118496E8	1.4828984E8	1.96790816E8	7.4047208E7	7.2021976E7	6.9716784E7	7.1398736E7	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	51	221	194	221	54	56	58	53	48	50	51	45	54	56	58	53	5.8421232E7	5.007592E7	6.7862584E7	6.5869168E7	2.6106468E7	2.173803E7	2.598559E7	2.6017962E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	91	447	446	447	108	119	117	103	108	119	116	103	108	119	117	103	1.55834688E8	1.94329072E8	1.64420928E8	1.74350592E8	6.9821608E7	6.8681512E7	6.3207072E7	7.1922112E7	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.999	19	45	45	45	8	13	16	8	8	13	16	8	8	13	16	8	3048175.8	3094388.8	3470723.0	5140237.0	1501785.1	1220393.9	1447087.4	2080135.1	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.998	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	7308286.0	5866229.5	6879438.0	7978664.5	5633644.0	4533032.5	5202216.5	6055598.5	
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	44	44	44	11	12	12	9	11	12	12	9	11	12	12	9	5.36336448E8	5.28704032E8	5.6618707E8	4.58625568E8	3.53227776E8	3.03639168E8	3.19276608E8	2.67868592E8	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	9	32	32	32	8	9	7	8	8	9	7	8	8	9	7	8	4.9625496E7	4.3008244E7	4.7942548E7	5.0944572E7	2.3466804E7	2.1311066E7	1.93413E7	2.2375322E7	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	0.9693	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	3479546.0	3767988.0	1632784.1	2904911.0	0.0	0.0	0.0	0.0	
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	Homo sapiens	1:Experimental evidence at protein level	Pro-neuropeptide Y	0.956	0.9985	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	356808.72	664300.94	563588.94	182127.12	0.0	0.0	0.0	0.0	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	0.8213	0.9931	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1541223.4	868978.3	941254.25	1394565.8	0.0	0.0	0.0	0.0	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.9691	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	5424578.5	4495156.0	4006267.0	5854341.0	0.0	0.0	0.0	0.0	sp|P01594|KV133_HUMAN
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-39	0.9618	0.9987	1	3	0	3	1	1	1	0	0	0	0	0	1	1	1	0	1670360.0	693688.4	1119950.8	1470114.1	0.0	0.0	0.0	0.0	sp|P04432|KVD39_HUMAN
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	0.8659	0.9951	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1738631.0	2899998.2	3334685.8	1819275.2	0.0	0.0	0.0	0.0	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	0.9997	0.999	2	8	4	8	2	2	2	2	1	1	1	1	2	2	2	2	3.6357404E7	3.7636284E7	4.0214808E7	4.8502664E7	3.3817336E7	3.6053384E7	3.4952044E7	5.1643008E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.9988	2	7	4	7	1	2	2	2	1	1	1	1	1	2	2	2	1.5961703E7	1.6513518E7	1.6373574E7	1.9581956E7	1.4230906E7	1.2151963E7	1.2101243E7	1.6101517E7	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	0.9997	0.9901	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	2539465.8	1.2734454E7	1.2860793E7	4838035.0	0.0	8405427.0	8235058.5	3420446.0	
sp|P01706|LV211_HUMAN	P01706	LV211_HUMAN	IGLV2-11	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-11	0.9943	0.991	2	4	4	6	1	1	1	1	1	1	1	1	1	2	1	2	1018933.0	0.0	680416.3	1131477.6	0.0	0.0	0.0	0.0	
sp|P01709|LV208_HUMAN	P01709	LV208_HUMAN	IGLV2-8	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-8	1.0	0.9913	2	7	5	7	2	1	1	3	2	0	1	2	2	1	1	3	4659682.5	2.0068392E7	2.44441E7	5607729.0	5569110.5	8250926.5	1.1445575E7	6293221.0	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.8821	0.9958	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	323369.12	820145.9	996053.25	440929.16	0.0	0.0	0.0	0.0	
sp|P01717|LV325_HUMAN	P01717	LV325_HUMAN	IGLV3-25	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-25	1.0	0.9986	2	4	0	4	0	1	2	1	0	0	0	0	0	1	2	1	1634384.6	2210599.2	2758895.8	2689475.2	1081711.4	1369803.0	1700199.2	1742117.1	sp|P01718|LV327_HUMAN
sp|P01721|LV657_HUMAN	P01721	LV657_HUMAN	IGLV6-57	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 6-57	0.9428	0.9981	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1429930.9	0.0	1183917.9	1279601.5	0.0	0.0	0.0	0.0	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.9989	2	9	0	9	2	2	2	3	0	0	0	0	2	2	2	3	3.4633536E7	2.696392E7	4.173098E7	4.2848904E7	1.885769E7	1.6992722E7	2.4826036E7	2.3391528E7	sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9987	3	8	3	8	2	3	2	1	1	1	1	0	2	3	2	1	2.2045586E7	1.6907158E7	1.5338866E7	2.6223272E7	9170753.0	1.0105614E7	9214751.0	1.0193245E7	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	6	24	24	24	6	6	6	6	6	6	6	6	6	6	6	6	3.15959072E8	5.788471E8	4.4075744E8	8.7998394E8	2.75087328E8	2.41368432E8	2.78916544E8	4.07622432E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	8	43	16	43	11	10	11	11	4	4	4	4	11	10	11	11	6.825609E8	6.5828339E8	7.0107667E8	9.6430618E8	2.76355968E8	2.31978752E8	3.34597184E8	3.91779296E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	6	22	20	34	5	6	6	5	5	5	5	5	8	9	9	8	4.09397504E8	4.35231616E8	5.3695718E8	4.7347104E8	2.04631472E8	1.98642192E8	2.4199104E8	1.9673232E8	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.999	6	8	8	31	2	2	2	2	2	2	2	2	7	8	9	7	1.7618212E7	1.5996272E7	1.87182E7	1.8845284E7	1.2948934E7	1.1670284E7	1.3301224E7	1.4092678E7	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	1.0	0.999	6	15	15	34	4	3	4	4	4	3	4	4	9	7	9	9	7.3801576E7	7.2506832E7	8.9317536E7	1.47332608E8	4.6956904E7	5.2562332E7	6.8840768E7	8.4716504E7	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	7	26	12	26	6	7	7	6	3	3	3	3	6	7	7	6	2.44824544E8	2.27160896E8	2.12141344E8	3.4654176E8	8.4055648E7	1.00659936E8	1.03308376E8	1.25864784E8	
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	391	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2	0.9998	0.999	5	2	2	16	1	0	0	1	1	0	0	1	4	4	4	4	5134699.0	4311592.5	7234157.0	6448147.5	0.0	0.0	0.0	0.0	
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit delta	0.9999	0.998	8	1	1	16	0	0	0	1	0	0	0	1	2	1	2	11	0.0	203633.11	0.0	2388613.2	0.0	0.0	0.0	0.0	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.9989	7	19	19	19	3	7	7	2	3	7	7	2	3	7	7	2	1.28952232E8	4394729.0	5154816.5	1.64085824E8	1.7548324E7	1.4835997E7	1.6002665E7	1.5753223E7	
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0	0.9989	3	3	3	3	0	1	2	0	0	1	2	0	0	1	2	0	578219.3	959703.6	880548.1	0.0	0.0	528111.25	489116.12	0.0	
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	Homo sapiens	1:Experimental evidence at protein level	Prelamin-A/C	1.0	0.9979	5	8	8	8	0	3	5	0	0	3	5	0	0	3	5	0	1084258.8	1647039.8	1405036.8	912483.6	484269.53	671153.06	541481.0	683138.6	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	26	132	132	132	30	36	36	30	30	36	36	30	30	36	36	30	1.17236506E9	5.6016256E8	6.771095E8	1.21011853E9	3.33618208E8	3.37131008E8	3.3795024E8	3.22174016E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	26	115	115	115	26	34	33	22	26	34	33	22	26	34	33	22	2.63472224E8	2.77880672E8	2.4508792E8	1.99264992E8	1.03605184E8	1.42151904E8	1.2520248E8	7.2785056E7	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	6	22	22	22	5	6	7	4	5	6	7	4	5	6	7	4	1.24235056E8	1.91891328E8	1.9646112E8	1.24334032E8	7.5242528E7	1.10810328E8	1.12279352E8	7.4468192E7	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.9981	5	15	15	15	3	6	4	2	3	6	4	2	3	6	4	2	1.1650962E7	2.2654914E7	2.1050668E7	1.1719098E7	8827113.0	1.2783263E7	1.1528818E7	9037693.0	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9989	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	2908183.0	3748150.0	4468783.5	3128479.2	1508343.8	1934845.2	2317431.0	1622646.4	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	10	10	10	3	2	2	3	3	2	2	3	3	2	2	3	2.3191496E7	2.4643682E7	2.1662376E7	1.7436478E7	1.0828749E7	1.4484033E7	1.2429091E7	8440817.0	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	19	50	50	50	7	14	21	8	7	14	21	8	7	14	21	8	8410074.0	1.1335534E7	1.5226708E7	1.1023406E7	3730768.2	4239506.0	5009272.5	4669626.5	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	13	44	44	44	11	10	11	12	11	10	11	12	11	10	11	12	2.623037E7	1.9841558E7	1.267981E7	1.8348102E7	1.0688762E7	9229186.0	1.0386173E7	1.2914356E7	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	12	43	43	43	9	11	11	12	9	11	11	12	9	11	11	12	1.946856E7	1.772058E7	1.7539874E7	2.312382E7	8310746.0	8986619.0	7333273.0	1.0051058E7	
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A	1.0	0.9667	3	4	4	4	0	2	1	1	0	2	1	1	0	2	1	1	5273165.0	2771210.0	3373865.8	7615242.5	3952058.0	2389049.2	2274650.2	4288398.0	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.9989	4	14	14	14	3	4	4	3	3	4	4	3	3	4	4	3	1.3505152E7	1.0969425E7	1.3623185E7	1.4734868E7	6184953.5	6677379.5	8199844.0	6086493.5	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.9985	2	7	7	7	2	1	2	2	2	1	2	2	2	1	2	2	7818087.0	9657013.0	7921743.0	8474817.0	5010425.5	5793332.0	4770430.0	5356817.5	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	14	40	38	40	6	13	11	10	6	12	10	10	6	13	11	10	1.3752241E7	8156488.0	1.0400503E7	2.0229818E7	4064388.0	3815564.0	4100597.5	6914540.0	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9981	6	24	24	24	5	6	7	6	5	6	7	6	5	6	7	6	3.2762394E7	4.069052E7	4.6570284E7	2.934272E7	1.4136703E7	2.0014004E7	2.2884972E7	1.3294877E7	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	11	38	38	38	8	9	9	12	8	9	9	12	8	9	9	12	2.026622E7	1.507867E7	2.282834E7	5.0361888E7	8813222.0	8669786.0	1.3331451E7	2.1239158E7	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	47	152	152	152	35	44	38	35	35	44	38	35	35	44	38	35	2.8131102E7	2.0561068E7	1.4857531E7	2.3804014E7	9487714.0	8511478.0	6693680.0	9677942.0	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.999	4	17	17	17	4	5	5	3	4	5	5	3	4	5	5	3	4.2455012E7	1.498592E7	1.689295E7	2.9735738E7	1.6534771E7	9068587.0	8701665.0	1.0904232E7	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.9989	4	15	15	15	4	3	4	4	4	3	4	4	4	3	4	4	1.0676386E7	1.1341193E7	1.3234886E7	1.0972421E7	5470144.5	5201230.0	5841235.5	5554715.0	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	7	44	36	44	11	11	11	11	9	9	9	9	11	11	11	11	4.97832832E8	4.7643664E8	3.92613472E8	6.2661811E8	2.11314544E8	1.88680864E8	1.9647504E8	2.29290192E8	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	20	20	20	5	5	5	5	5	5	5	5	5	5	5	5	8.4845704E7	1.657588E8	1.60283488E8	1.15808128E8	3.484894E7	6.0144332E7	6.083952E7	4.5827456E7	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	8	52	52	52	13	13	13	13	13	13	13	13	13	13	13	13	2.91223264E8	2.21296224E8	2.77980544E8	2.47280976E8	1.75164688E8	1.24435968E8	1.51542608E8	1.43065456E8	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	40	181	159	181	45	47	48	41	40	41	42	36	45	47	48	41	1.23327E7	1.27742044E10	1.32696023E10	1.010462E10	6.2512947E9	5.1991265E9	5.7625124E9	6.6282844E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	15	62	62	62	15	16	19	12	15	16	19	12	15	16	19	12	8.1587368E7	1.30287704E8	1.34959328E8	9.1860608E7	3.5865828E7	5.0129632E7	5.1033752E7	4.38968E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	28	168	168	168	41	43	45	39	41	43	45	39	41	43	45	39	8.2330771E8	1.11665818E9	1.15795277E9	1.37139149E9	4.63059776E8	6.0026746E8	6.0710957E8	4.36002144E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	16	73	65	73	17	20	18	18	15	18	16	16	17	20	18	18	2.77740736E8	3.35197408E8	3.23091968E8	2.95481376E8	1.39843424E8	1.28124944E8	1.46164496E8	1.43307904E8	
sp|P03950|ANGI_HUMAN	P03950	ANGI_HUMAN	ANG	147	Homo sapiens	1:Experimental evidence at protein level	Angiogenin	1.0	0.9989	2	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	2005040.6	631087.44	1502124.9	2025989.0	1344423.0	0.0	1179090.4	1367293.5	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	1.0	0.9938	3	4	4	4	0	1	3	0	0	1	3	0	0	1	3	0	703389.06	1873950.2	1622960.4	746378.4	0.0	752014.94	742635.5	0.0	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.999	7	22	22	22	6	7	5	4	6	7	5	4	6	7	5	4	1.869836E7	1.4834999E7	4914994.5	2.836605E7	6205218.5	8543865.0	3470950.5	8373744.5	
sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	Homo sapiens	1:Experimental evidence at protein level	Tissue alpha-L-fucosidase	0.5754	0.9771	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	228242.22	264594.34	0.0	0.0	0.0	0.0	0.0	
sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	ANXA1	346	Homo sapiens	1:Experimental evidence at protein level	Annexin A1	0.4759	0.9662	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	0.0	839778.3	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	Homo sapiens	1:Experimental evidence at protein level	Major prion protein	1.0	0.9989	4	13	13	13	3	5	3	2	3	5	3	2	3	5	3	2	1.2148176E7	9960279.0	9148040.0	7948425.5	5536937.5	7613933.5	1.1515E7	4917149.5	
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	0.7976	0.992	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1168083.0	523786.8	884983.75	807051.8	0.0	0.0	0.0	0.0	
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	Homo sapiens	1:Experimental evidence at protein level	Histidine-rich glycoprotein	1.0	0.999	10	38	38	38	10	10	9	9	10	10	9	9	10	10	9	9	5.6731236E7	3.5929156E7	4.0346148E7	5.38636E7	2.1249154E7	1.4044701E7	1.7742244E7	1.9377006E7	
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	Homo sapiens	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein	1.0	0.999	3	10	10	10	2	3	3	2	2	3	3	2	2	3	3	2	1.3351948E7	1.5928387E7	1.2098228E7	9065446.0	8660166.0	9666851.0	7395117.5	6168631.5	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	12	61	61	61	14	15	17	15	14	15	17	15	14	15	17	15	6.7861432E7	8.2122144E7	8.1611784E7	8.809168E7	3.183576E7	3.2535558E7	3.5833456E7	4.0411744E7	
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	0.9986	12	17	14	18	0	5	11	1	0	4	9	1	0	5	12	1	663941.4	3058711.0	4413947.0	2362492.2	235090.73	1634286.4	1900805.9	1404945.6	
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	Homo sapiens	1:Experimental evidence at protein level	Sex hormone-binding globulin	0.9424	0.9981	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	292690.6	334063.88	883441.44	0.0	0.0	0.0	0.0	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	4	8	6	8	0	3	4	1	0	2	3	1	0	3	4	1	8073723.0	2.1640964E7	1.3254501E7	8958204.0	4048269.2	8670584.0	6176682.0	4277617.0	
sp|P04430|KV116_HUMAN	P04430	KV116_HUMAN	IGKV1-16	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-16	1.0	0.9989	2	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	348242.97	1003410.75	1280436.5	806669.56	0.0	652512.2	816893.1	0.0	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.9952	2	3	3	3	0	1	2	0	0	1	2	0	0	1	2	0	465335.03	956786.75	1052032.8	532738.44	0.0	541286.8	614793.2	0.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	1.0	0.9744	3	9	0	9	2	3	2	2	0	0	0	0	2	3	2	2	9762222.0	2.5309426E7	2.3281456E7	1.0967698E7	6362823.0	1.5609629E7	1.4318485E7	7274515.5	sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN
