Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_5_1 Spectral Count	ALS_5_2 Spectral Count	ALS_5_3 Spectral Count	ALS_5_4 Spectral Count	ALS_5_1 Unique Spectral Count	ALS_5_2 Unique Spectral Count	ALS_5_3 Unique Spectral Count	ALS_5_4 Unique Spectral Count	ALS_5_1 Total Spectral Count	ALS_5_2 Total Spectral Count	ALS_5_3 Total Spectral Count	ALS_5_4 Total Spectral Count	ALS_5_1 Intensity	ALS_5_2 Intensity	ALS_5_3 Intensity	ALS_5_4 Intensity	ALS_5_1 MaxLFQ Intensity	ALS_5_2 MaxLFQ Intensity	ALS_5_3 MaxLFQ Intensity	ALS_5_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	12	32	32	32	7	7	9	9	7	7	9	9	7	7	9	9	1.54988384E8	3.265472E8	3.15005024E8	1.28731952E8	2.40608272E8	1.52882144E8	1.8462352E8	2.42544384E8	
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens	1:Experimental evidence at protein level	Haptoglobin	1.0	0.9989	14	31	15	31	11	6	9	5	6	4	5	0	11	6	9	5	3.8471412E7	1.6142676E7	2.3831898E7	2.7150412E7	1.8424922E7	1.2243641E7	1.8193356E7	1.2175457E7	
sp|P00746|CFAD_HUMAN	P00746	CFAD_HUMAN	CFD	253	Homo sapiens	1:Experimental evidence at protein level	Complement factor D	1.0	0.9977	4	9	9	9	1	4	1	3	1	4	1	3	1	4	1	3	3282589.5	4650986.0	3553171.0	3435610.2	1491016.8	1524950.9	1665382.0	1599067.9	
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	12	46	39	46	9	14	14	9	9	11	12	7	9	14	14	9	1.5925635E7	1.9464426E7	1.8591166E7	1.5347596E7	1.1053945E7	1.3223382E7	1.3185428E7	1.1324851E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	3	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	6064749.5	5785774.5	3483486.2	6163425.0	2723925.5	2263348.2	1176341.5	2928535.8	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	23	89	89	89	16	25	25	23	16	25	25	23	16	25	25	23	2.8681888E7	2.7735638E7	2.9334172E7	2.834505E7	1.134869E7	1.4343627E7	1.5646648E7	1.1298086E7	
sp|P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 1	1.0	0.9971	2	2	2	2	0	2	0	0	0	2	0	0	0	2	0	0	0.0	1272292.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	21	104	104	104	24	27	28	25	24	27	28	25	24	27	28	25	3.0119858E7	3.1573222E7	2.989697E7	3.4450804E7	1.487539E7	1.2220416E7	1.2807986E7	1.5918577E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	33	191	187	191	43	49	50	49	42	48	49	48	43	49	50	49	7.2533862E8	7.6123942E8	6.1689542E8	8.0808269E8	2.98148768E8	2.95620544E8	2.64756032E8	3.57470208E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	20	94	94	94	22	25	20	27	22	25	20	27	22	25	20	27	1.03456184E8	9.1141008E7	9.5771984E7	1.26133472E8	4.9051216E7	4.4260728E7	4.5964104E7	5.495762E7	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	15	78	78	78	20	20	17	21	20	20	17	21	20	20	17	21	1.46034944E8	1.11798976E8	9.2547008E7	2.28534016E8	7.0222208E7	5.0080376E7	4.430672E7	8.4197144E7	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	52	234	201	234	56	61	56	61	49	53	48	51	56	61	56	61	5.9749564E7	8.2515552E7	5.7318688E7	6.3465412E7	2.6639628E7	2.6373588E7	2.3229042E7	2.9360184E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	91	453	453	453	108	115	113	117	108	115	113	117	108	115	113	117	1.52617216E8	1.435196E8	1.06218624E8	1.71607264E8	6.3515756E7	5.278382E7	5.5147164E7	6.6580196E7	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.9988	25	61	61	61	10	17	15	19	10	17	15	19	10	17	15	19	4027587.5	2493452.8	2852997.8	5047649.0	1630064.2	1362532.0	1465766.1	1659467.1	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.9982	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	5293601.0	6203238.5	4303238.0	5314793.5	4361593.5	4811295.5	3500170.8	4108580.2	
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	40	40	40	9	11	11	9	9	11	11	9	9	11	11	9	4.66710656E8	2.65812384E8	4.98486688E8	2.18639872E8	2.05287792E8	1.86676224E8	1.84194624E8	2.10056832E8	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	9	29	29	29	7	7	7	8	7	7	7	8	7	7	7	8	4.3169716E7	3.3482396E7	3.4866524E7	3.6377436E7	1.7996466E7	1.4894169E7	1.715971E7	1.6004315E7	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	1.0	0.999	4	10	10	10	2	3	4	1	2	3	4	1	2	3	4	1	5791966.0	5322016.5	6651235.5	4754446.0	3617420.5	3462901.8	4274114.5	3257837.8	
sp|P01303|NPY_HUMAN	P01303	NPY_HUMAN	NPY	97	Homo sapiens	1:Experimental evidence at protein level	Pro-neuropeptide Y	0.9318	0.998	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	543045.1	953752.9	562081.0	664498.9	0.0	0.0	0.0	0.0	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	0.9428	0.9984	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	1088605.4	647524.6	661175.94	887306.5	0.0	0.0	0.0	0.0	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.9638	0.999	1	4	0	4	1	1	1	1	0	0	0	0	1	1	1	1	5656483.0	4322551.0	4199383.5	6730980.0	0.0	0.0	0.0	0.0	sp|P01594|KV133_HUMAN
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-39	1.0	0.999	2	6	0	6	1	2	1	2	0	0	0	0	1	2	1	2	6658505.0	4284414.5	4421891.0	1.1893418E7	4957607.0	3226946.0	3459435.8	7516876.0	sp|P04432|KVD39_HUMAN
sp|P01599|KV117_HUMAN	P01599	KV117_HUMAN	IGKV1-17	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-17	1.0	0.999	2	5	2	5	2	0	1	2	1	0	0	1	2	0	1	2	2736169.8	3589837.0	2738945.5	2302868.2	1574566.5	1987137.9	1531947.1	1324731.5	
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	1.0	0.9964	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	6416424.0	8042904.0	8484371.0	5693243.5	3710968.0	4574902.0	4846568.0	3299062.5	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	1.0	0.999	4	13	8	13	3	3	3	4	2	2	2	2	3	3	3	4	5.702758E7	5.0689436E7	3.735258E7	6.0296168E7	3.6491116E7	3.44492E7	2.5608958E7	3.7332844E7	
sp|P01624|KV315_HUMAN	P01624	KV315_HUMAN	IGKV3-15	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-15	0.9995	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	1.4168634E7	1.5996493E7	1.4445697E7	1.5894221E7	1.0574769E7	1.300621E7	1.232271E7	1.1872594E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.999	2	8	4	8	2	2	2	2	1	1	1	1	2	2	2	2	1.4783903E7	1.1562394E7	8833519.0	1.5000902E7	1.1084465E7	9001859.0	7652063.0	1.1880136E7	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	0.9998	0.9941	2	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	2615519.0	2982543.8	3270938.2	2561005.0	0.0	0.0	0.0	0.0	
sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-40	0.6594	0.9863	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	1647859.2	1724667.8	1408402.6	2058306.6	0.0	0.0	0.0	0.0	
sp|P01704|LV214_HUMAN	P01704	LV214_HUMAN	IGLV2-14	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-14	0.803	0.9935	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	2098566.0	2061141.2	2004097.4	2230788.5	0.0	0.0	0.0	0.0	
sp|P01709|LV208_HUMAN	P01709	LV208_HUMAN	IGLV2-8	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-8	1.0	0.9937	2	8	7	8	2	2	2	2	2	2	1	2	2	2	2	2	3498970.0	7348499.5	1.1160576E7	4724304.5	4144830.0	4992158.5	4253108.0	4411034.0	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.6253	0.9842	1	2	2	2	0	1	1	0	0	1	1	0	0	1	1	0	251091.17	453503.0	586245.3	302853.78	0.0	0.0	0.0	0.0	
sp|P01717|LV325_HUMAN	P01717	LV325_HUMAN	IGLV3-25	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-25	1.0	0.9982	3	8	2	8	1	2	3	2	1	0	0	1	1	2	3	2	2937919.8	2587374.0	2898259.8	2496356.8	1596917.6	2022026.6	1662545.8	1491740.8	
sp|P01721|LV657_HUMAN	P01721	LV657_HUMAN	IGLV6-57	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 6-57	0.964	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1552731.8	949672.0	1124291.0	1922458.4	0.0	0.0	0.0	0.0	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.9987	3	9	0	11	3	1	2	3	0	0	0	0	3	2	3	3	3.2652118E7	2.4130792E7	2.8442572E7	3.5773156E7	2.1202572E7	1.5350564E7	1.5429574E7	2.2913006E7	sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9974	3	9	2	11	2	3	3	1	0	1	1	0	2	4	4	1	2.259091E7	2.0307124E7	9942958.0	2.1760218E7	1.2998216E7	1.070401E7	6582691.5	1.2416579E7	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	6	23	23	23	6	6	5	6	6	6	5	6	6	6	5	6	5.7876781E8	2.78422944E8	3.70329632E8	5.4128326E8	2.88247456E8	2.83352448E8	2.75159872E8	2.72713088E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	9	46	22	46	11	12	11	12	5	6	5	6	11	12	11	12	6.5989946E8	4.82590432E8	5.34697792E8	6.281623E8	2.62172528E8	2.88487392E8	2.4706136E8	2.42699872E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	6	22	22	33	5	5	5	7	5	5	5	7	8	8	8	9	2.58325648E8	2.79734944E8	2.17459168E8	2.28509568E8	1.26551144E8	9.9885896E7	7.4967112E7	9.731864E7	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.9988	5	8	8	27	2	2	2	2	2	2	2	2	7	7	7	6	3531422.5	4095115.8	3367895.5	3207938.8	0.0	0.0	0.0	0.0	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	1.0	0.999	7	7	7	23	0	3	2	2	0	3	2	2	4	7	6	6	2.9979874E7	2.7757682E7	2.9540388E7	3.0704656E7	1.871588E7	1.917964E7	2.594409E7	2.0159926E7	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	1.0	0.9975	9	23	23	23	4	8	7	4	4	8	7	4	4	8	7	4	4974836.0	5571022.0	5106368.5	4368056.0	2169913.5	2372267.2	2316191.2	1906156.5	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	7	28	12	28	7	7	7	7	3	3	3	3	7	7	7	7	4.60729152E8	3.62854048E8	3.48015712E8	4.36395264E8	1.82756912E8	1.833348E8	1.66264576E8	1.51464608E8	
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	391	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2	0.9998	0.999	5	4	4	20	1	1	1	1	1	1	1	1	5	5	5	5	1.4989084E7	1.569433E7	1.5178252E7	1.3642125E7	0.0	0.0	0.0	0.0	
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit delta	1.0	0.9989	10	3	3	20	0	3	0	0	0	3	0	0	2	14	2	2	0.0	3414029.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02144|MYG_HUMAN	P02144	MYG_HUMAN	MB	154	Homo sapiens	1:Experimental evidence at protein level	Myoglobin	0.8836	0.9965	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	627034.9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.999	8	17	17	17	3	8	4	2	3	8	4	2	3	8	4	2	1.24677064E8	4773516.0	1.15169848E8	1.010766E8	3.3655032E7	4.3817608E7	4.3663008E7	4.1775236E7	
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0	0.9987	3	4	4	4	0	2	2	0	0	2	2	0	0	2	2	0	1331682.5	1914148.5	1625423.1	1206678.8	569656.2	902902.8	690764.9	537673.5	
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	Homo sapiens	1:Experimental evidence at protein level	Prelamin-A/C	1.0	0.9544	3	5	5	5	0	3	1	1	0	3	1	1	0	3	1	1	985077.25	2197130.5	672030.2	1142416.8	722698.44	1125066.4	454346.7	556294.2	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	26	136	136	136	33	34	38	31	33	34	38	31	33	34	38	31	1.22095859E9	6.8383789E8	7.533175E8	1.0314457E9	3.82596832E8	3.8065408E8	3.51329216E8	3.62977024E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	26	121	121	121	30	32	32	27	30	32	32	27	30	32	32	27	4.48834688E8	3.57798976E8	3.88861888E8	4.41705536E8	1.59965152E8	1.88721472E8	2.07278576E8	1.48280336E8	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	6	25	25	25	6	7	6	6	6	7	6	6	6	7	6	6	1.71113184E8	2.03067456E8	1.38384672E8	2.37656032E8	9.2177288E7	1.41622928E8	1.16247808E8	8.0757768E7	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.998	4	19	19	19	4	6	5	4	4	6	5	4	4	6	5	4	1.7247792E7	1.3842637E7	1.4186198E7	1.5454392E7	8081674.0	8182457.0	8064368.0	8428734.0	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9989	2	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	3597710.5	3450487.2	2715138.5	2054551.6	2095404.9	2094966.5	1619608.2	0.0	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	9	9	9	2	2	3	2	2	2	3	2	2	2	3	2	2.4331062E7	1.9028468E7	1.988138E7	2.187277E7	1.2398401E7	1.1510766E7	1.1423585E7	1.1776409E7	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	20	57	57	57	13	10	21	13	13	10	21	13	13	10	21	13	1.3625806E7	8227917.5	2.000172E7	1.5434573E7	6353909.0	2571630.2	7700424.5	5706120.0	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	15	53	53	53	18	6	14	15	18	6	14	15	18	6	14	15	2.7928102E7	2977263.5	2.113955E7	1.3634693E7	1.7116312E7	3902439.5	1.421324E7	9821440.0	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	15	44	44	44	18	3	14	9	18	3	14	9	18	3	14	9	2.91446E7	3922703.8	2.1190756E7	1.6716304E7	1.295299E7	2040027.4	1.0457593E7	6431635.0	
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A	1.0	0.9948	5	9	9	9	2	0	2	5	2	0	2	5	2	0	2	5	7290652.0	3193745.8	2668565.8	1.5083334E7	5086245.0	2670115.2	1763044.9	7116375.0	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.999	6	17	17	17	3	5	4	5	3	5	4	5	3	5	4	5	1.4624851E7	1.7648338E7	1.3494369E7	1.6185318E7	5813567.5	8282191.0	7065321.0	6588391.5	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.999	3	9	9	9	2	3	2	2	2	3	2	2	2	3	2	2	1.1440754E7	1.5571537E7	1.3747907E7	1.2988035E7	4908829.5	6662230.5	5127020.5	5625628.0	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	12	36	34	36	10	8	12	6	9	8	11	6	10	8	12	6	1.3035869E7	5512825.0	9394630.0	1.0342167E7	5595441.0	2677019.5	5167192.5	3479570.0	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9976	6	20	20	20	4	6	6	4	4	6	6	4	4	6	6	4	2.821458E7	3.8905288E7	4.5499844E7	2.719262E7	1.19981E7	1.801885E7	2.1515644E7	1.1594609E7	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	8	28	28	28	6	9	5	8	6	9	5	8	6	9	5	8	1.347265E7	1.4061029E7	8605717.0	1.3776954E7	5883756.5	6310179.5	4897122.5	5849872.5	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	53	180	180	180	45	43	51	41	45	43	51	41	45	43	51	41	3.708784E7	1.7466008E7	2.3530044E7	3.3899808E7	1.4432671E7	9254641.0	1.4355392E7	1.0810209E7	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.999	4	17	17	17	3	6	3	5	3	6	3	5	3	6	3	5	2.9146634E7	1.3908082E7	1.468828E7	4.1359884E7	1.1250795E7	7762499.0	8085199.0	1.4220024E7	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.999	4	17	17	17	4	4	4	5	4	4	4	5	4	4	4	5	1.6500795E7	1.625198E7	1.28121E7	1.9463492E7	7771659.0	6385045.5	6782726.5	8713332.0	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	7	33	33	41	7	9	8	9	7	9	8	9	9	11	10	11	1.07432312E8	1.67787392E8	1.1143132E8	2.5235424E8	7.0915104E7	7.4983808E7	7.9917048E7	8.9652048E7	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	20	20	20	5	5	5	5	5	5	5	5	5	5	5	5	1.05626912E8	8.8211776E7	1.51292336E8	8.7760224E7	5.6751404E7	3.9327688E7	5.3251084E7	5.8311028E7	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	8	49	49	49	12	13	11	13	12	13	11	13	12	13	11	13	1.06063112E8	8.0912272E7	7.6447616E7	1.2800372E8	5.4239396E7	4.7944176E7	3.7752148E7	7.4102176E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	34	166	145	166	41	42	41	42	36	36	36	37	41	42	41	42	1.20551854E10	9.9874365E9	1.13353636E10	3.84921088E9	7.8633359E9	4.03945498E9	5.5232758E9	6.2376924E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	16	66	66	66	15	18	16	17	15	18	16	17	15	18	16	17	9.1908496E7	9.7724208E7	9.6344096E7	9.76916E7	4.1902716E7	4.4104692E7	4.1036652E7	3.9735688E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	26	170	170	170	41	45	41	43	41	45	41	43	41	45	41	43	1.31525107E9	9.1623277E8	7.8028237E8	1.55011494E9	4.93358304E8	5.8747859E8	5.04354464E8	4.73905216E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	14	69	61	69	17	19	16	17	15	17	14	15	17	19	16	17	3.05327392E8	2.35551184E8	2.31230016E8	1.2309916E8	1.21792696E8	9.771184E7	8.8397064E7	9.3918744E7	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	1.0	0.9988	6	11	11	11	1	6	3	1	1	6	3	1	1	6	3	1	2324533.5	1623064.8	1816622.0	1647220.8	921320.44	633049.2	784040.3	1226546.1	
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	Homo sapiens	1:Experimental evidence at protein level	C4b-binding protein alpha chain	0.8615	0.9957	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	819538.75	654526.8	582236.9	854431.7	0.0	0.0	0.0	0.0	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.999	4	16	16	16	5	3	5	3	5	3	5	3	5	3	5	3	1.7417198E7	5787140.5	1.4688702E7	8613045.0	7361011.0	2450199.0	7253626.0	4362621.5	
sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	Homo sapiens	1:Experimental evidence at protein level	Tissue alpha-L-fucosidase	0.9999	0.9899	2	3	3	3	0	1	2	0	0	1	2	0	0	1	2	0	491568.28	545512.8	649118.06	369799.44	0.0	295423.9	355814.75	0.0	
