Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_1_1 Spectral Count	ALS_1_2 Spectral Count	ALS_1_3 Spectral Count	ALS_1_4 Spectral Count	ALS_1_1 Unique Spectral Count	ALS_1_2 Unique Spectral Count	ALS_1_3 Unique Spectral Count	ALS_1_4 Unique Spectral Count	ALS_1_1 Total Spectral Count	ALS_1_2 Total Spectral Count	ALS_1_3 Total Spectral Count	ALS_1_4 Total Spectral Count	ALS_1_1 Intensity	ALS_1_2 Intensity	ALS_1_3 Intensity	ALS_1_4 Intensity	ALS_1_1 MaxLFQ Intensity	ALS_1_2 MaxLFQ Intensity	ALS_1_3 MaxLFQ Intensity	ALS_1_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens	1:Experimental evidence at protein level	Plasminogen	1.0	0.999	13	51	42	51	15	10	14	12	12	8	12	10	15	10	14	12	2.3732696E7	1.5788472E7	2.537647E7	2.2807114E7	1.2418067E7	9993481.0	1.431779E7	1.2822119E7	
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	5	20	20	20	6	4	6	4	6	4	6	4	6	4	6	4	5681106.5	6258704.0	5058621.5	5402986.5	2309700.2	2450863.2	1910621.2	2242264.5	
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens	1:Experimental evidence at protein level	Complement factor B	1.0	0.999	25	107	107	107	29	24	29	25	29	24	29	25	29	24	29	25	3.5721856E7	3.2949134E7	3.745264E7	3.573068E7	1.5180892E7	1.0823817E7	1.6090618E7	1.4632509E7	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	26	119	119	119	34	31	29	25	34	31	29	25	34	31	29	25	6.4884352E7	5.2086544E7	4.0981508E7	3.5096072E7	2.982674E7	2.6523026E7	1.6715036E7	1.3624652E7	
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antitrypsin	1.0	0.999	33	218	214	218	55	54	57	52	54	53	56	51	55	54	57	52	4.8087968E8	5.412976E8	7.546512E8	7.5695526E8	2.87538208E8	2.94718272E8	2.93500448E8	2.75358112E8	
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin	1.0	0.999	20	108	108	108	29	28	26	25	29	28	26	25	29	28	26	25	1.01397808E8	1.00404808E8	1.2399696E8	1.39901504E8	4.2386376E7	4.6912472E7	4.4265952E7	4.3127068E7	
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	Homo sapiens	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	15	78	78	78	20	21	21	16	20	21	21	16	20	21	21	16	6.4820048E7	8.0632592E7	6.8739104E7	7.0601112E7	2.6981786E7	4.3597548E7	2.8945748E7	2.6566236E7	
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin	1.0	0.999	49	219	189	219	57	56	57	49	48	48	50	43	57	56	57	49	3.414924E7	4.1837924E7	3.740844E7	3.06098E7	1.2639744E7	1.4692989E7	1.2943788E7	1.2369608E7	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens	1:Experimental evidence at protein level	Complement C3	1.0	0.999	91	460	460	460	117	113	113	117	117	113	113	117	117	113	113	117	1.35591296E8	1.20770384E8	1.18626088E8	1.24540072E8	5.0232424E7	4.4227648E7	4.8575848E7	4.8793188E7	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.999	38	95	95	95	23	22	27	23	23	22	27	23	23	22	27	23	5588518.0	6150302.5	4556009.0	3723640.0	1970498.4	2257865.0	2264333.5	2335925.0	
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1	1.0	0.9969	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	3045378.2	3443967.0	2538878.2	2888088.5	2463036.8	2554316.5	2008427.1	2631756.8	
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens	1:Experimental evidence at protein level	Cystatin-C	1.0	0.999	7	46	46	46	11	12	13	10	11	12	13	10	11	12	13	10	2.28186096E8	2.35173376E8	2.16614656E8	2.14867408E8	1.35790576E8	1.170798E8	1.14226256E8	9.581672E7	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	1:Experimental evidence at protein level	Kininogen-1	1.0	0.999	9	37	37	37	9	10	9	9	9	10	9	9	9	10	9	9	4.1338716E7	3.1879792E7	3.7869288E7	4.3105908E7	1.8952996E7	1.4348425E7	1.5592187E7	1.7687656E7	
sp|P01210|PENK_HUMAN	P01210	PENK_HUMAN	PENK	267	Homo sapiens	1:Experimental evidence at protein level	Proenkephalin-A	1.0	0.9988	2	6	6	6	1	2	1	2	1	2	1	2	1	2	1	2	2813109.0	2760484.8	2603483.0	2660144.2	1878778.9	2101503.5	1886953.9	1979040.2	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	0.712	0.9896	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	701687.7	700535.56	622917.6	469118.0	0.0	0.0	0.0	0.0	
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-33	0.9629	0.999	1	3	0	3	1	1	0	1	0	0	0	0	1	1	0	1	5433444.0	7640861.5	5223719.0	4964308.0	0.0	0.0	0.0	0.0	sp|P01594|KV133_HUMAN
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-39	0.9992	0.999	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	1.2307864E7	1.1929079E7	9780880.0	8047639.0	9776434.0	9653437.0	7663434.0	6635103.5	sp|P04432|KVD39_HUMAN
sp|P01599|KV117_HUMAN	P01599	KV117_HUMAN	IGKV1-17	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-17	1.0	0.999	2	8	4	8	2	2	2	2	1	1	1	1	2	2	2	2	1.0450884E7	8511018.0	1.3842269E7	1.3405124E7	8969902.0	8196243.0	1.0624122E7	1.0612833E7	
sp|P01602|KV105_HUMAN	P01602	KV105_HUMAN	IGKV1-5	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-5	1.0	0.9959	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	7902901.0	4277788.0	9817521.0	7890274.5	7638145.5	4825760.0	8507850.0	5844638.5	
sp|P01619|KV320_HUMAN	P01619	KV320_HUMAN	IGKV3-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3-20	1.0	0.999	5	14	9	14	3	5	3	3	2	3	2	2	3	5	3	3	9.375084E7	8.7873608E7	9.0554928E7	4.8458748E7	6.7815048E7	6.6876128E7	5.981842E7	4.0906588E7	
sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-47	1.0	0.9988	2	5	4	5	1	1	1	2	1	1	1	1	1	1	1	2	1.5042788E7	1.6128385E7	1.5718227E7	1.1328366E7	1.1953064E7	1.3674144E7	1.3806973E7	9803085.0	
sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-51	1.0	0.9918	4	10	10	10	4	3	1	2	4	3	1	2	4	3	1	2	3021295.0	4135934.2	9116778.0	2759917.8	3337460.5	2303328.8	3083061.8	2586467.2	
sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-40	0.4214	0.9655	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1609438.8	1674089.6	2494065.8	1336044.0	0.0	0.0	0.0	0.0	
sp|P01704|LV214_HUMAN	P01704	LV214_HUMAN	IGLV2-14	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-14	0.9029	0.9972	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1534099.6	1889286.8	1705766.4	1797109.0	0.0	0.0	0.0	0.0	
sp|P01705|LV223_HUMAN	P01705	LV223_HUMAN	IGLV2-23	113	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-23	0.5209	0.9766	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	345515.12	294321.34	307994.75	293973.97	0.0	0.0	0.0	0.0	
sp|P01706|LV211_HUMAN	P01706	LV211_HUMAN	IGLV2-11	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-11	0.9993	0.926	3	1	1	6	0	0	1	0	0	0	1	0	2	1	2	1	264099.6	276121.84	143269.05	173694.34	0.0	0.0	0.0	0.0	
sp|P01709|LV208_HUMAN	P01709	LV208_HUMAN	IGLV2-8	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 2-8	1.0	0.9891	3	13	8	13	4	3	3	3	2	2	2	2	4	3	3	3	1.5847461E7	5768905.0	1.6856276E7	1.6269328E7	1.1403187E7	9195891.0	9698419.0	9461206.0	
sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-19	0.6179	0.9841	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	318754.22	245373.1	361431.38	548931.75	0.0	0.0	0.0	0.0	
sp|P01717|LV325_HUMAN	P01717	LV325_HUMAN	IGLV3-25	112	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-25	1.0	0.9953	3	7	1	7	2	1	2	2	1	0	0	0	2	1	2	2	2419131.8	1772990.5	2053379.0	1931561.2	1406490.0	1257608.9	1664994.8	1139942.8	
sp|P01721|LV657_HUMAN	P01721	LV657_HUMAN	IGLV6-57	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 6-57	0.963	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1071011.0	1397270.9	1303916.1	1010534.8	0.0	0.0	0.0	0.0	
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30	1.0	0.998	4	10	0	14	2	4	2	2	0	0	0	0	3	5	3	3	4.0676232E7	3.8534544E7	3.7256572E7	3.9576272E7	2.2538952E7	2.3705338E7	2.2032558E7	1.9009532E7	sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7	1.0	0.9984	4	19	7	19	5	5	4	5	2	2	1	2	5	5	4	5	4.8979032E7	1.9874836E7	4.2701208E7	3.902564E7	2.3715986E7	1.3436145E7	2.2922406E7	2.0121822E7	
sp|P01814|HV270_HUMAN	P01814	HV270_HUMAN	IGHV2-70	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70	0.6304	0.985	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0	0.999	7	27	27	27	8	6	6	7	8	6	6	7	8	6	6	7	9.4937293E8	7.6189352E7	1.01304416E9	4.3696864E8	3.68870496E8	2.62719648E8	3.43433408E8	2.42128944E8	
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1	1.0	0.999	10	52	24	52	14	13	13	12	6	6	6	6	14	13	13	12	1.26879411E9	2.69382496E8	1.2195689E9	2.50136384E8	5.27549088E8	3.70802048E8	4.08768032E8	2.93474944E8	
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2	1.0	0.999	8	28	24	40	8	7	7	6	7	6	6	5	11	10	10	9	3.18088576E8	4.20455936E8	4.38275136E8	4.01753728E8	1.84436704E8	1.90369856E8	1.71455488E8	1.14967088E8	
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.9989	7	7	7	32	2	2	2	1	2	2	2	1	9	8	8	7	1.825604E7	1.4801126E7	1.9051356E7	1.1489237E7	1.3357665E7	1.0872337E7	1.4246607E7	0.0	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	1.0	0.999	9	18	18	38	6	4	4	4	6	4	4	4	12	9	9	8	7.4570896E7	6.685996E7	7.6396104E7	7.4612064E7	5.1443156E7	3.859986E7	5.0993196E7	5.6800776E7	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	1.0	0.999	11	35	35	35	11	9	7	8	11	9	7	8	11	9	7	8	7053819.0	6405981.0	7248053.0	6465235.0	2745195.8	2816357.8	2705432.5	2479132.8	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	7	25	9	25	6	6	6	7	2	2	2	3	6	6	6	7	2.57206656E8	2.55527456E8	2.58212928E8	2.34414768E8	1.17268256E8	8.9086464E7	1.20668648E8	1.15684912E8	
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	391	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2	0.9998	0.9989	5	4	4	20	1	1	1	1	1	1	1	1	5	5	5	5	3644881.2	3184091.2	3640860.0	3189338.2	0.0	0.0	0.0	0.0	
sp|P01880|IGHD_HUMAN	P01880	IGHD_HUMAN	IGHD	430	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy constant delta	0.8969	0.997	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	578616.44	0.0	314659.22	1224412.8	0.0	0.0	0.0	0.0	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.9944	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	1077139.0	1556729.6	1207641.2	1126358.5	695985.8	1086594.5	840827.56	717926.4	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	28	149	149	149	39	35	37	38	39	35	37	38	39	35	37	38	1.09729472E9	5.8116198E8	8.4226925E8	7.1267155E8	5.10040704E8	2.98937632E8	3.61380032E8	3.01304416E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	26	115	115	115	30	27	28	30	30	27	28	30	30	27	28	30	1.75175168E8	1.42943152E8	1.5573104E8	1.61251312E8	6.5246376E7	5.0196364E7	5.9783728E7	6.0285888E7	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	6	28	28	28	7	7	7	7	7	7	7	7	7	7	7	7	1.88550576E8	1.3025128E8	1.91313632E8	1.5668672E8	1.10326024E8	6.8191048E7	1.11819792E8	1.02808184E8	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.9983	5	21	21	21	6	5	5	5	6	5	5	5	6	5	5	5	1.819467E7	1.4699357E7	1.6660849E7	1.4295876E7	8412873.0	5669877.0	7607795.5	6516274.0	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9988	3	9	9	9	3	2	2	2	3	2	2	2	3	2	2	2	9426190.0	8992604.0	2605289.2	2535804.0	3216922.0	3164416.2	2926206.0	2918772.8	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	11	11	11	3	2	3	3	3	2	3	3	3	2	3	3	1.4556077E7	1.3364667E7	1.405241E7	1.21192E7	8489679.0	7722045.0	8691424.0	7243771.0	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	19	61	61	61	15	10	16	20	15	10	16	20	15	10	16	20	1.4035172E7	1.062573E7	1.9739524E7	2.0702196E7	6426214.0	4905837.0	7397840.5	9253085.0	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	16	60	60	60	18	13	11	18	18	13	11	18	18	13	11	18	1.6956164E7	1.3974374E7	1.1592589E7	2.3471776E7	7610844.5	6402318.0	6806739.0	1.1585332E7	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	14	54	54	54	18	11	10	15	18	11	10	15	18	11	10	15	1.658827E7	1.4105094E7	1.558104E7	2.816906E7	7271828.0	6787804.0	6043227.0	1.215084E7	
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit A	1.0	0.9983	2	7	7	7	1	2	3	1	1	2	3	1	1	2	3	1	3897671.0	4914750.0	3592668.0	1991708.0	1773537.1	3694836.0	2049721.2	1992433.0	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.9988	4	15	15	15	3	3	4	5	3	3	4	5	3	3	4	5	8024297.5	8672127.0	9816551.0	9031109.0	3273663.5	3904552.2	3768995.5	3378137.5	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.9987	3	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	9563788.0	9653388.0	9277516.0	9359753.0	3823715.0	4215738.5	3784334.5	3601277.8	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	13	39	36	39	7	6	11	15	6	6	10	14	7	6	11	15	1.083637E7	9121838.0	9387932.0	1.4000517E7	4025317.0	3292249.2	4129975.8	5893562.5	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9972	7	21	21	21	5	4	5	7	5	4	5	7	5	4	5	7	4.8710312E7	3.074914E7	5.0994052E7	4.532196E7	1.9687506E7	1.1064093E7	2.1438818E7	1.9849492E7	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	11	44	44	44	11	10	12	11	11	10	12	11	11	10	12	11	1.6171249E7	1.5829361E7	2.1276676E7	1.9391678E7	6617153.0	6372254.0	8485900.0	8247358.0	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	49	139	139	139	37	28	32	42	37	28	32	42	37	28	32	42	1.1939856E7	1.1982054E7	7709046.0	1.1748188E7	4879037.5	3580768.0	3580659.0	5480411.0	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.999	4	21	21	21	5	5	5	6	5	5	5	6	5	5	5	6	3.3758804E7	3.4410128E7	2.461781E7	1.9333516E7	1.7588598E7	1.6284119E7	1.2094099E7	1.0043799E7	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.999	4	17	17	17	5	3	4	5	5	3	4	5	5	3	4	5	1.7003546E7	1.8024998E7	1.5572918E7	1.3899328E7	7005769.5	7912294.5	5820345.0	5824413.0	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	8	51	43	51	13	12	13	13	11	10	11	11	13	12	13	13	2.1031968E8	2.7680192E8	2.62049232E8	2.59161296E8	8.5410984E7	1.12205824E8	1.44868848E8	1.011568E8	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	20	20	20	5	5	5	5	5	5	5	5	5	5	5	5	1.7720576E8	7.8601512E7	1.19687088E8	1.62085008E8	7.8431856E7	3.9422488E7	4.9849332E7	6.740072E7	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	8	51	51	51	13	13	13	12	13	13	13	12	13	13	13	12	7.0847968E7	8.357096E7	6.7490056E7	6.6943592E7	3.85006E7	4.3473276E7	3.638902E7	3.3891388E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	36	166	145	166	41	41	41	43	36	36	36	37	41	41	41	43	6.3863337E9	9.8840228E9	2.26814822E9	9.5708723E9	6.3729951E9	6.5256166E9	6.2353823E9	5.7445745E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	14	64	64	64	15	15	16	18	15	15	16	18	15	15	16	18	1.09886272E8	7.164448E7	1.1388452E8	1.39941792E8	4.3923604E7	3.6243984E7	4.5620116E7	4.470914E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	26	172	172	172	43	43	43	43	43	43	43	43	43	43	43	43	9.5713485E8	9.517161E8	8.2296614E8	7.3716275E8	4.28317216E8	3.26341248E8	3.72281408E8	2.91413984E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	16	80	72	80	20	19	21	20	18	17	19	18	20	19	21	20	2.78134048E8	2.8310736E8	3.01175296E8	3.19562016E8	1.35280144E8	1.2373564E8	1.394052E8	1.23374736E8	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	1.0	0.9983	8	21	21	21	6	3	6	6	6	3	6	6	6	3	6	6	3048779.0	2580048.5	3588151.2	2503722.0	1313707.6	1008447.8	1314283.5	1069642.9	
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	Homo sapiens	1:Experimental evidence at protein level	C4b-binding protein alpha chain	0.8221	0.9944	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	613873.5	803507.94	749575.7	667352.6	0.0	0.0	0.0	0.0	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.999	6	22	22	22	7	4	4	7	7	4	4	7	7	4	4	7	1.5783675E7	7060218.0	7847545.5	2.4195626E7	7356455.0	3580207.0	3407732.0	1.0885518E7	
sp|P04114|APOB_HUMAN	P04114	APOB_HUMAN	APOB	4563	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein B-100	0.435	0.9673	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	441716.72	408749.5	369477.6	244821.16	0.0	0.0	0.0	0.0	
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	Homo sapiens	1:Experimental evidence at protein level	Major prion protein	1.0	0.999	5	12	12	12	3	3	5	1	3	3	5	1	3	3	5	1	4039834.8	5723319.5	4921271.0	3919274.0	3118855.8	3773783.0	3744214.8	3200003.8	
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	0.6129	0.9838	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	680603.8	709606.0	383827.75	613676.6	0.0	0.0	0.0	0.0	
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	Homo sapiens	1:Experimental evidence at protein level	Histidine-rich glycoprotein	1.0	0.9989	15	46	46	46	12	10	12	12	12	10	12	12	12	10	12	12	4.1542576E7	4.5295528E7	3.6730372E7	2.6996056E7	1.6066059E7	1.5997099E7	1.6709953E7	1.2108626E7	
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	Homo sapiens	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein	1.0	0.999	2	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	5169971.0	5856042.0	6424033.0	4434139.0	3247229.8	3800863.5	3984825.8	2778105.2	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	12	66	66	66	16	16	17	17	16	16	17	17	16	16	17	17	8.1891248E7	6.1469E7	7.1734968E7	5.8366308E7	3.1084934E7	2.420896E7	2.8936506E7	2.3337202E7	
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	Homo sapiens	1:Experimental evidence at protein level	Sex hormone-binding globulin	1.0	0.9981	3	5	5	5	0	2	2	1	0	2	2	1	0	2	2	1	1019065.94	1552030.5	708060.9	629812.6	391976.44	573907.0	396778.6	477879.28	
