Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_3_1 Spectral Count	control_3_1 Unique Spectral Count	control_3_1 Total Spectral Count	control_3_1 Intensity	Indistinguishable Proteins
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.984	4	4	4	4	4	4	4	2027891.1	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	26	35	35	35	35	35	35	4.62417408E8	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	25	36	36	36	36	36	36	6.6126387E8	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	5	6	6	6	6	6	6	1.35295904E8	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.9987	5	6	6	6	6	6	6	1.3771664E7	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.9989	2	2	2	2	2	2	2	2482876.2	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	3	3	3	3	3	3	3	1.6205735E7	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	18	23	23	23	23	23	23	2.5240958E7	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	14	18	18	18	18	18	18	2.9701656E7	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	18	22	22	22	22	22	22	3.1840998E7	
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit B	1.0	0.999	4	4	4	4	4	4	4	1.7061726E7	
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	Homo sapiens	1:Experimental evidence at protein level	Complement C1q subcomponent subunit C	1.0	0.9989	3	3	3	3	3	3	3	1.4904159E7	
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	Homo sapiens	1:Experimental evidence at protein level	Complement component C9	1.0	0.999	12	13	12	13	13	12	13	9372679.0	
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	Homo sapiens	1:Experimental evidence at protein level	Beta-2-glycoprotein 1	1.0	0.9973	7	7	7	7	7	7	7	4.1636904E7	
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich alpha-2-glycoprotein	1.0	0.999	8	8	8	8	8	8	8	9055450.0	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	Homo sapiens	1:Experimental evidence at protein level	Fibronectin	1.0	0.999	55	61	61	61	61	61	61	4.2421092E7	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0	0.999	5	6	6	6	6	6	6	1.9187482E7	
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	Homo sapiens	1:Experimental evidence at protein level	Protein AMBP	1.0	0.9989	4	5	5	5	5	5	5	1.563408E7	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0	0.999	7	8	8	10	8	8	10	1.96359328E8	
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	3	4	4	4	4	4	4	1.39173888E8	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	Homo sapiens	1:Experimental evidence at protein level	Transthyretin	1.0	0.999	6	10	10	10	10	10	10	8.9257872E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	35	45	39	45	45	39	45	4.3533583E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	12	14	14	14	14	14	14	7.513836E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	25	42	42	42	42	42	42	8.7395021E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	14	18	16	18	18	16	18	2.16058736E8	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	1.0	0.9926	3	3	3	3	3	3	3	1685901.8	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.999	5	6	6	6	6	6	6	1.5317202E7	
sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	Homo sapiens	1:Experimental evidence at protein level	Tissue alpha-L-fucosidase	0.5678	0.957	1	1	1	1	1	1	1	303403.97	
sp|P04070|PROC_HUMAN	P04070	PROC_HUMAN	PROC	461	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein C	0.5991	0.962	1	1	1	1	1	1	1	304753.88	
sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase A	1.0	0.999	11	11	2	11	11	2	11	7653043.5	
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	Homo sapiens	1:Experimental evidence at protein level	Major prion protein	1.0	0.999	6	8	8	8	8	8	8	2.8461594E7	
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	1.0	0.999	2	2	2	2	2	2	2	3906004.5	
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	Homo sapiens	1:Experimental evidence at protein level	Histidine-rich glycoprotein	1.0	0.999	10	11	11	11	11	11	11	2.6098494E7	
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	Homo sapiens	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein	1.0	0.999	3	4	4	4	4	4	4	3.4500084E7	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	12	15	15	15	15	15	15	5.3603824E7	
sp|P04350|TBB4A_HUMAN	P04350	TBB4A_HUMAN	TUBB4A	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-4A chain	0.9434	0.9965	1	1	0	1	1	0	1	1559404.2	sp|P07437|TBB5_HUMAN, sp|P68371|TBB4B_HUMAN, sp|Q13509|TBB3_HUMAN
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.9989	6	7	5	7	7	5	7	1.5562509E7	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.9967	2	2	2	2	2	2	2	945298.4	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	1.0	0.9975	2	2	0	2	2	0	2	1.5945549E7	sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q71UI9|H2AV_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	36	42	42	42	42	42	42	1.12432224E8	
sp|P05062|ALDOB_HUMAN	P05062	ALDOB_HUMAN	ALDOB	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase B	0.9457	0.9894	2	1	1	2	1	1	2	521693.34	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.999	18	25	23	25	25	23	25	3.1693088E7	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	6	6	6	6	6	6	6	3.7185408E8	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens	1:Experimental evidence at protein level	ADP/ATP translocase 2	1.0	0.9952	2	2	0	2	2	0	2	1137366.5	sp|P12235|ADT1_HUMAN, sp|P12236|ADT3_HUMAN
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.9989	10	10	10	10	10	10	10	8326678.5	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	6	6	6	6	6	6	6	1.0817478E7	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein P2	0.7825	0.9838	1	1	1	1	1	1	1	824675.9	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10	0.912	0.9943	1	1	1	1	1	1	1	268987.62	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.9971	6	6	6	6	6	6	6	4.1529488E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.999	3	4	4	4	4	4	4	2.140567E7	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.9974	7	7	7	7	7	7	7	5573433.5	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.999	13	13	13	13	13	13	13	1.2261296E7	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.9989	4	3	2	4	3	2	4	1895841.8	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.9988	6	6	4	6	6	4	6	5877571.0	
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 4-1	1.0	0.9944	1	2	2	2	2	2	2	3764217.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	32	45	45	45	45	45	45	1.13922992E8	
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	Homo sapiens	1:Experimental evidence at protein level	Complement C2	1.0	0.9985	7	7	7	7	7	7	7	3390722.2	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	0.6739	0.9722	1	1	1	1	1	1	1	1891561.0	
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-IV	1.0	0.999	32	39	39	39	39	39	39	4.971786E7	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.9987	6	6	6	6	6	6	6	6295782.0	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	0.7987	0.9853	1	1	1	1	1	1	1	1684708.6	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1.0	0.999	2	2	2	2	2	2	2	2998671.5	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	5	5	5	5	5	5	5	6133094.5	
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein S	1.0	0.999	8	9	9	9	9	9	9	8450450.0	
sp|P07333|CSF1R_HUMAN	P07333	CSF1R_HUMAN	CSF1R	972	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1 receptor	1.0	0.998	4	4	4	4	4	4	4	3521753.5	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.9988	8	9	9	9	9	9	9	8778880.0	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens	1:Experimental evidence at protein level	Annexin A2	1.0	0.9987	3	3	1	3	3	1	3	1775311.6	
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 alpha chain	1.0	0.999	4	4	4	4	4	4	4	3013050.0	
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 beta chain	1.0	0.9987	3	3	3	3	3	3	3	1651187.2	
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 gamma chain	1.0	0.999	2	2	2	2	2	2	2	2052961.5	
sp|P07585|PGS2_HUMAN	P07585	PGS2_HUMAN	DCN	359	Homo sapiens	1:Experimental evidence at protein level	Decorin	0.7959	0.9851	1	1	0	1	1	0	1	364187.16	sp|P21810|PGS1_HUMAN
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens	1:Experimental evidence at protein level	Procathepsin L	1.0	0.9938	4	4	2	4	4	2	4	2143021.8	
sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	Homo sapiens	1:Experimental evidence at protein level	Cathepsin B	0.8298	0.988	1	1	1	1	1	1	1	802795.56	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.999	8	8	4	8	8	4	8	8796082.0	
sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	1366	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-2(I) chain	0.4808	0.94	1	1	1	1	1	1	1	529946.44	
sp|P08185|CBG_HUMAN	P08185	CBG_HUMAN	SERPINA6	405	Homo sapiens	1:Experimental evidence at protein level	Corticosteroid-binding globulin	1.0	0.999	8	8	8	8	8	8	8	8042387.0	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.9982	8	5	2	8	5	2	8	9105045.0	
sp|P08253|MMP2_HUMAN	P08253	MMP2_HUMAN	MMP2	660	Homo sapiens	1:Experimental evidence at protein level	72 kDa type IV collagenase	1.0	0.9974	9	9	8	9	9	8	9	2305751.0	
sp|P08294|SODE_HUMAN	P08294	SODE_HUMAN	SOD3	240	Homo sapiens	1:Experimental evidence at protein level	Extracellular superoxide dismutase [Cu-Zn]	1.0	0.999	4	5	5	5	5	5	5	1.236781E7	
sp|P08493|MGP_HUMAN	P08493	MGP_HUMAN	MGP	103	Homo sapiens	1:Experimental evidence at protein level	Matrix Gla protein	0.966	0.9979	1	1	1	1	1	1	1	1890182.4	
sp|P08571|CD14_HUMAN	P08571	CD14_HUMAN	CD14	375	Homo sapiens	1:Experimental evidence at protein level	Monocyte differentiation antigen CD14	1.0	0.999	9	9	9	9	9	9	9	2.1004252E7	
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	Homo sapiens	1:Experimental evidence at protein level	Complement factor H	1.0	0.999	16	21	18	21	21	18	21	2.6563676E7	
sp|P08637|FCG3A_HUMAN	P08637	FCG3A_HUMAN	FCGR3A	254	Homo sapiens	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor III-A	1.0	0.9864	3	3	1	3	3	1	3	1654179.8	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	Homo sapiens	1:Experimental evidence at protein level	Vimentin	0.5625	0.9561	1	1	1	1	1	1	1	376307.3	
sp|P08697|A2AP_HUMAN	P08697	A2AP_HUMAN	SERPINF2	491	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-antiplasmin	1.0	0.999	7	7	7	7	7	7	7	5784472.5	
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	0.9989	4	4	2	4	4	2	4	3130307.0	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens	1:Experimental evidence at protein level	Galectin-1	1.0	0.9877	2	2	2	2	2	2	2	1694445.6	
sp|P09417|DHPR_HUMAN	P09417	DHPR_HUMAN	QDPR	244	Homo sapiens	1:Experimental evidence at protein level	Dihydropteridine reductase	0.9999	0.973	2	2	2	2	2	2	2	446129.56	
sp|P09486|SPRC_HUMAN	P09486	SPRC_HUMAN	SPARC	303	Homo sapiens	1:Experimental evidence at protein level	SPARC	1.0	0.999	4	4	4	4	4	4	4	4831476.5	
sp|P09603|CSF1_HUMAN	P09603	CSF1_HUMAN	CSF1	554	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1	1.0	0.9989	2	3	3	3	3	3	3	2729799.5	
sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	Homo sapiens	1:Experimental evidence at protein level	Pro-cathepsin H	1.0	0.999	3	3	3	3	3	3	3	2117643.5	
sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	Homo sapiens	1:Experimental evidence at protein level	Complement C1s subcomponent	1.0	0.999	15	17	16	17	17	16	17	2.1866968E7	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.999	9	8	8	9	8	8	9	3502872.0	
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-A	1.0	0.9988	60	3	3	75	3	3	75	3820999.5	
sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	C4B	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-B	1.0	0.999	61	76	4	76	76	4	76	7.6505896E7	
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens	1:Experimental evidence at protein level	Polyubiquitin-B	1.0	0.9987	4	4	0	4	4	0	4	4.1728532E7	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	0.9998	0.999	3	2	0	3	2	0	3	1.07338984E8	sp|P0DOY3|IGLC3_HUMAN
sp|P0DPH7|TBA3C_HUMAN	P0DPH7	TBA3C_HUMAN	TUBA3C	450	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-3C chain	1.0	0.9966	2	2	0	2	2	0	2	1863265.8	sp|P0DPH8|TBA3D_HUMAN, sp|P68363|TBA1B_HUMAN, sp|Q6PEY2|TBA3E_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	1.0	0.9987	3	3	1	3	3	1	3	3690442.0	
sp|P10451|OSTP_HUMAN	P10451	OSTP_HUMAN	SPP1	314	Homo sapiens	1:Experimental evidence at protein level	Osteopontin	1.0	0.999	10	13	13	13	13	13	13	1.25664016E8	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1.0	0.9988	2	2	2	2	2	2	2	1996346.2	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens	1:Experimental evidence at protein level	Complement component C7	1.0	0.999	11	12	12	12	12	12	12	1.0773546E7	
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens	1:Experimental evidence at protein level	Chromogranin-A	1.0	0.999	13	18	18	18	18	18	18	8.8040232E7	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.9982	3	3	3	3	3	3	3	4097685.0	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	1.0	0.999	15	25	25	25	25	25	25	4.98568352E8	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	0.9998	0.9801	3	2	2	3	2	2	3	1290428.8	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.9989	8	8	6	8	8	6	8	7273631.0	
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 1	0.5751	0.9582	1	1	1	1	1	1	1	377881.03	
sp|P11362|FGFR1_HUMAN	P11362	FGFR1_HUMAN	FGFR1	822	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 1	0.9546	0.9972	1	1	1	1	1	1	1	1017965.7	
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain	1.0	0.999	13	13	13	13	13	13	13	8862721.0	
sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor V	1.0	0.9969	3	3	3	3	3	3	3	809972.94	
sp|P12318|FCG2A_HUMAN	P12318	FCG2A_HUMAN	FCGR2A	317	Homo sapiens	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor II-a	0.7922	0.9847	1	1	0	1	1	0	1	443435.3	sp|P31994|FCG2B_HUMAN, sp|P31995|FCG2C_HUMAN
sp|P12882|MYH1_HUMAN	P12882	MYH1_HUMAN	MYH1	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-1	0.9721	0.9622	6	1	0	6	1	0	6	1199497.8	
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2	1.0	0.9981	4	4	4	4	4	4	4	8063752.0	
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-2	1.0	0.999	15	16	16	16	16	16	16	1.2647513E7	
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 1	1.0	0.999	21	25	25	25	25	25	25	3.6068384E7	
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	Homo sapiens	1:Experimental evidence at protein level	Versican core protein	1.0	0.9972	2	2	2	2	2	2	2	1737099.8	
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 2	1.0	0.9975	5	5	5	5	5	5	5	2843847.8	
sp|P13671|CO6_HUMAN	P13671	CO6_HUMAN	C6	934	Homo sapiens	1:Experimental evidence at protein level	Complement component C6	1.0	0.9987	5	5	5	5	5	5	5	2697097.5	
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	Homo sapiens	1:Experimental evidence at protein level	CD59 glycoprotein	0.7774	0.9834	1	1	1	1	1	1	1	3836973.8	
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens	1:Experimental evidence at protein level	Macrophage migration inhibitory factor	0.7522	0.9809	1	1	1	1	1	1	1	523760.0	
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	Homo sapiens	1:Experimental evidence at protein level	Glucosidase 2 subunit beta	0.9997	0.9747	1	1	1	1	1	1	1	303169.5	
sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	Homo sapiens	1:Experimental evidence at protein level	Nidogen-1	1.0	0.9836	2	2	2	2	2	2	2	656518.94	
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens	1:Experimental evidence at protein level	Pyruvate kinase PKM	1.0	0.9989	15	16	15	16	16	15	16	9335154.0	
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens	1:Experimental evidence at protein level	Endoplasmin	1.0	0.998	3	3	2	3	3	2	3	1632031.8	
sp|P14649|MYL6B_HUMAN	P14649	MYL6B_HUMAN	MYL6B	208	Homo sapiens	1:Experimental evidence at protein level	Myosin light chain 6B	0.6037	0.9627	1	1	0	1	1	0	1	521370.6	sp|P60660|MYL6_HUMAN
