Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_4_1 Spectral Count	control_4_1 Unique Spectral Count	control_4_1 Total Spectral Count	control_4_1 Intensity	Indistinguishable Proteins
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	11	14	14	14	14	14	14	4.7964152E7	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	0.9806	0.999	1	1	1	1	1	1	1	2154033.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9998	0.985	2	2	0	2	2	0	2	5657953.0	sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q71UI9|H2AV_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	32	40	40	40	40	40	40	5.7760528E7	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.9988	16	19	17	19	19	17	19	1.3553593E7	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	5	5	5	5	5	5	5	2.12871024E8	
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.9987	10	11	11	11	11	11	11	5850815.5	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	6	6	6	6	6	6	6	8544188.0	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.9976	2	2	2	2	2	2	2	1.5961894E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.9976	2	2	2	2	2	2	2	6533488.0	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.9965	6	6	6	6	6	6	6	2818836.8	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.9989	11	11	11	11	11	11	11	9362461.0	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.9919	3	3	1	3	3	1	3	1326852.4	
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 4-1	1.0	0.9929	1	2	2	2	2	2	2	5110232.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	28	32	32	32	32	32	32	5.9885556E7	
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	Homo sapiens	1:Experimental evidence at protein level	Complement C2	1.0	0.9977	5	5	5	5	5	5	5	2832003.5	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	0.9999	0.9913	2	2	2	2	2	2	2	893714.4	
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-IV	1.0	0.9989	25	30	30	30	30	30	30	2.7799634E7	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.9899	4	4	4	4	4	4	4	2814151.5	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	1.0	0.992	2	2	2	2	2	2	2	1339587.2	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	0.8932	0.9938	1	1	1	1	1	1	1	367942.3	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	4	4	4	4	4	4	4	2711971.2	
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein S	1.0	0.9989	8	8	8	8	8	8	8	5561150.0	
sp|P07333|CSF1R_HUMAN	P07333	CSF1R_HUMAN	CSF1R	972	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1 receptor	0.9984	0.9954	1	1	1	1	1	1	1	1025480.9	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.9989	8	10	10	10	10	10	10	5949473.5	
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 alpha chain	1.0	0.9986	4	4	4	4	4	4	4	3730367.0	
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 beta chain	1.0	0.9981	3	3	3	3	3	3	3	1762858.6	
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 gamma chain	1.0	0.9989	4	4	4	4	4	4	4	4621232.0	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.9954	3	3	1	3	3	1	3	1392204.1	
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens	1:Experimental evidence at protein level	Procathepsin L	1.0	0.9953	3	3	1	3	3	1	3	1465711.5	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	0.9973	0.9855	4	1	1	4	1	1	4	500069.88	
sp|P08185|CBG_HUMAN	P08185	CBG_HUMAN	SERPINA6	405	Homo sapiens	1:Experimental evidence at protein level	Corticosteroid-binding globulin	1.0	0.9988	9	9	9	9	9	9	9	8178158.0	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.9989	5	5	0	5	5	0	5	3296606.0	
sp|P08253|MMP2_HUMAN	P08253	MMP2_HUMAN	MMP2	660	Homo sapiens	1:Experimental evidence at protein level	72 kDa type IV collagenase	1.0	0.9979	4	4	4	4	4	4	4	1154025.5	
sp|P08294|SODE_HUMAN	P08294	SODE_HUMAN	SOD3	240	Homo sapiens	1:Experimental evidence at protein level	Extracellular superoxide dismutase [Cu-Zn]	1.0	0.999	4	5	5	5	5	5	5	1.1366953E7	
sp|P08571|CD14_HUMAN	P08571	CD14_HUMAN	CD14	375	Homo sapiens	1:Experimental evidence at protein level	Monocyte differentiation antigen CD14	1.0	0.9989	5	5	5	5	5	5	5	8527552.0	
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	Homo sapiens	1:Experimental evidence at protein level	Complement factor H	1.0	0.999	17	21	18	21	21	18	21	1.467336E7	
sp|P08697|A2AP_HUMAN	P08697	A2AP_HUMAN	SERPINF2	491	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-antiplasmin	1.0	0.999	6	6	6	6	6	6	6	4212576.5	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens	1:Experimental evidence at protein level	Galectin-1	0.8179	0.9885	1	1	1	1	1	1	1	318024.34	
sp|P09486|SPRC_HUMAN	P09486	SPRC_HUMAN	SPARC	303	Homo sapiens	1:Experimental evidence at protein level	SPARC	1.0	0.997	4	4	4	4	4	4	4	3870121.5	
sp|P09603|CSF1_HUMAN	P09603	CSF1_HUMAN	CSF1	554	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1	0.9805	0.999	1	1	1	1	1	1	1	1290454.5	
sp|P09668|CATH_HUMAN	P09668	CATH_HUMAN	CTSH	335	Homo sapiens	1:Experimental evidence at protein level	Pro-cathepsin H	1.0	0.963	2	3	3	3	3	3	3	1061608.8	
sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	Homo sapiens	1:Experimental evidence at protein level	Complement C1s subcomponent	1.0	0.999	12	12	12	12	12	12	12	9590430.0	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.9989	4	3	3	4	3	3	4	1196346.6	
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-A	1.0	0.9989	54	3	3	69	3	3	69	1.2090576E7	
sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	C4B	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-B	1.0	0.999	56	72	6	72	72	6	72	6.6323972E7	
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens	1:Experimental evidence at protein level	Polyubiquitin-B	1.0	0.9947	4	4	0	4	4	0	4	1.6275388E7	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	1.0	0.999	4	2	0	4	2	0	4	7.8342328E7	sp|P0DOY3|IGLC3_HUMAN
sp|P0DP58|LYNX1_HUMAN	P0DP58	LYNX1_HUMAN	LYNX1	116	Homo sapiens	1:Experimental evidence at protein level	Ly-6/neurotoxin-like protein 1	0.6449	0.9721	1	1	1	1	1	1	1	3228588.5	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	0.6021	0.9666	1	1	0	1	1	0	1	625002.8	sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN, sp|P22492|H1T_HUMAN, sp|Q02539|H11_HUMAN
sp|P10451|OSTP_HUMAN	P10451	OSTP_HUMAN	SPP1	314	Homo sapiens	1:Experimental evidence at protein level	Osteopontin	1.0	0.999	8	10	10	10	10	10	10	5.438962E7	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	0.9665	0.9982	1	1	1	1	1	1	1	415450.03	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens	1:Experimental evidence at protein level	Complement component C7	1.0	0.9989	8	8	8	8	8	8	8	4736176.5	
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens	1:Experimental evidence at protein level	Chromogranin-A	1.0	0.999	7	9	9	9	9	9	9	2.628972E7	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	0.6726	0.9752	1	1	1	1	1	1	1	509555.38	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	1.0	0.999	14	23	23	23	23	23	23	2.16107328E8	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.9731	2	2	1	2	2	1	2	295778.28	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.9842	4	4	2	4	4	2	4	1387345.4	
sp|P11362|FGFR1_HUMAN	P11362	FGFR1_HUMAN	FGFR1	822	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 1	0.964	0.9981	1	1	1	1	1	1	1	297697.53	
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(VI) chain	1.0	0.999	7	7	7	7	7	7	7	3299029.8	
sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	Homo sapiens	1:Experimental evidence at protein level	Coagulation factor V	1.0	0.9985	4	4	4	4	4	4	4	1227558.5	
sp|P12882|MYH1_HUMAN	P12882	MYH1_HUMAN	MYH1	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-1	0.9359	0.9883	2	1	0	2	1	0	2	301033.16	sp|P13535|MYH8_HUMAN, sp|Q9UKX2|MYH2_HUMAN
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	Homo sapiens	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2	1.0	0.9986	3	3	3	3	3	3	3	2737403.2	
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-2	1.0	0.997	6	7	7	7	7	7	7	4761140.0	
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 1	1.0	0.999	19	22	22	22	22	22	22	1.2897595E7	
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 2	1.0	0.9989	4	4	4	4	4	4	4	962875.9	
sp|P13671|CO6_HUMAN	P13671	CO6_HUMAN	C6	934	Homo sapiens	1:Experimental evidence at protein level	Complement component C6	1.0	0.9982	5	5	5	5	5	5	5	2159599.0	
sp|P13987|CD59_HUMAN	P13987	CD59_HUMAN	CD59	128	Homo sapiens	1:Experimental evidence at protein level	CD59 glycoprotein	0.8319	0.9896	1	1	1	1	1	1	1	1106534.5	
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens	1:Experimental evidence at protein level	Pyruvate kinase PKM	1.0	0.9989	9	9	9	9	9	9	9	3773987.8	
sp|P16035|TIMP2_HUMAN	P16035	TIMP2_HUMAN	TIMP2	220	Homo sapiens	1:Experimental evidence at protein level	Metalloproteinase inhibitor 2	1.0	0.9817	2	2	2	2	2	2	2	1764214.1	
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	Homo sapiens	1:Experimental evidence at protein level	CD44 antigen	1.0	0.999	2	2	2	2	2	2	2	4874762.0	
sp|P16870|CBPE_HUMAN	P16870	CBPE_HUMAN	CPE	476	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase E	1.0	0.999	11	11	11	11	11	11	11	7421813.0	
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	1.0	0.9732	2	2	2	2	2	2	2	1161502.4	
sp|P17900|SAP3_HUMAN	P17900	SAP3_HUMAN	GM2A	193	Homo sapiens	1:Experimental evidence at protein level	Ganglioside GM2 activator	1.0	0.9984	4	4	4	4	4	4	4	8895961.0	
sp|P19021|AMD_HUMAN	P19021	AMD_HUMAN	PAM	973	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-glycine alpha-amidating monooxygenase	1.0	0.9908	4	4	4	4	4	4	4	2312710.8	
sp|P19022|CADH2_HUMAN	P19022	CADH2_HUMAN	CDH2	906	Homo sapiens	1:Experimental evidence at protein level	Cadherin-2	1.0	0.9989	7	8	8	8	8	8	8	4808607.5	
sp|P19652|A1AG2_HUMAN	P19652	A1AG2_HUMAN	ORM2	201	Homo sapiens	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 2	1.0	0.999	7	11	9	11	11	9	11	9.8258848E7	
sp|P19823|ITIH2_HUMAN	P19823	ITIH2_HUMAN	ITIH2	946	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H2	1.0	0.9989	15	16	16	16	16	16	16	9233319.0	
sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	911	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H1	1.0	0.999	10	11	11	11	11	11	11	4985521.5	
sp|P20062|TCO2_HUMAN	P20062	TCO2_HUMAN	TCN2	427	Homo sapiens	1:Experimental evidence at protein level	Transcobalamin-2	0.694	0.9775	1	1	1	1	1	1	1	223235.17	
sp|P20472|PRVA_HUMAN	P20472	PRVA_HUMAN	PVALB	110	Homo sapiens	1:Experimental evidence at protein level	Parvalbumin alpha	0.999	0.9985	1	1	1	1	1	1	1	491864.47	
sp|P20774|MIME_HUMAN	P20774	MIME_HUMAN	OGN	298	Homo sapiens	1:Experimental evidence at protein level	Mimecan	1.0	0.9988	8	8	8	8	8	8	8	1.3756709E7	
sp|P21802|FGFR2_HUMAN	P21802	FGFR2_HUMAN	FGFR2	821	Homo sapiens	1:Experimental evidence at protein level	Fibroblast growth factor receptor 2	1.0	0.9886	2	2	2	2	2	2	2	1082387.8	
sp|P22352|GPX3_HUMAN	P22352	GPX3_HUMAN	GPX3	226	Homo sapiens	1:Experimental evidence at protein level	Glutathione peroxidase 3	1.0	0.9986	3	3	3	3	3	3	3	2010435.0	
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins A2/B1	1.0	0.9972	2	2	2	2	2	2	2	603981.0	
sp|P22692|IBP4_HUMAN	P22692	IBP4_HUMAN	IGFBP4	258	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 4	0.7051	0.9786	1	1	1	1	1	1	1	945824.4	
sp|P23142|FBLN1_HUMAN	P23142	FBLN1_HUMAN	FBLN1	703	Homo sapiens	1:Experimental evidence at protein level	Fibulin-1	1.0	0.999	7	9	9	9	9	9	9	8212866.5	
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.9963	3	3	3	3	3	3	3	1030998.7	
sp|P23468|PTPRD_HUMAN	P23468	PTPRD_HUMAN	PTPRD	1912	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase delta	1.0	0.9987	3	3	2	3	3	2	3	1053907.0	
sp|P23471|PTPRZ_HUMAN	P23471	PTPRZ_HUMAN	PTPRZ1	2315	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase zeta	1.0	0.9989	5	5	5	5	5	5	5	2249542.5	
sp|P23515|OMGP_HUMAN	P23515	OMGP_HUMAN	OMG	440	Homo sapiens	1:Experimental evidence at protein level	Oligodendrocyte-myelin glycoprotein	1.0	0.9987	3	3	3	3	3	3	3	5685262.0	
sp|P23582|ANFC_HUMAN	P23582	ANFC_HUMAN	NPPC	126	Homo sapiens	1:Experimental evidence at protein level	C-type natriuretic peptide	0.8674	0.9921	1	1	1	1	1	1	1	1041069.56	
sp|P24592|IBP6_HUMAN	P24592	IBP6_HUMAN	IGFBP6	240	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 6	1.0	0.9982	3	4	4	4	4	4	4	1.4458026E7	
sp|P25311|ZA2G_HUMAN	P25311	ZA2G_HUMAN	AZGP1	298	Homo sapiens	1:Experimental evidence at protein level	Zinc-alpha-2-glycoprotein	1.0	0.999	14	17	17	17	17	17	17	2.9128754E7	
sp|P27169|PON1_HUMAN	P27169	PON1_HUMAN	PON1	355	Homo sapiens	1:Experimental evidence at protein level	Serum paraoxonase/arylesterase 1	1.0	0.9989	7	7	5	7	7	5	7	3110317.5	
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	Homo sapiens	1:Experimental evidence at protein level	Calreticulin	0.7364	0.9817	1	1	1	1	1	1	1	420997.9	
sp|P29622|KAIN_HUMAN	P29622	KAIN_HUMAN	SERPINA4	427	Homo sapiens	1:Experimental evidence at protein level	Kallistatin	1.0	0.9989	8	8	8	8	8	8	8	2463277.8	
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 1	1.0	0.999	4	4	4	4	4	4	4	5805845.0	
sp|P34096|RNAS4_HUMAN	P34096	RNAS4_HUMAN	RNASE4	147	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease 4	0.8968	0.994	1	1	1	1	1	1	1	1036283.7	
sp|P35542|SAA4_HUMAN	P35542	SAA4_HUMAN	SAA4	130	Homo sapiens	1:Experimental evidence at protein level	Serum amyloid A-4 protein	1.0	0.9989	3	4	4	4	4	4	4	7815803.0	
sp|P36222|CH3L1_HUMAN	P36222	CH3L1_HUMAN	CHI3L1	383	Homo sapiens	1:Experimental evidence at protein level	Chitinase-3-like protein 1	1.0	0.9989	12	12	12	12	12	12	12	1.0384975E7	
sp|P36955|PEDF_HUMAN	P36955	PEDF_HUMAN	SERPINF1	418	Homo sapiens	1:Experimental evidence at protein level	Pigment epithelium-derived factor	1.0	0.999	19	21	21	21	21	21	21	5.6603964E7	
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(XVIII) chain	1.0	0.999	3	3	3	3	3	3	3	2409082.8	
sp|P40189|IL6RB_HUMAN	P40189	IL6RB_HUMAN	IL6ST	918	Homo sapiens	1:Experimental evidence at protein level	Interleukin-6 receptor subunit beta	0.541	0.9576	1	1	1	1	1	1	1	807909.06	
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, cytoplasmic	0.9326	0.9962	1	1	1	1	1	1	1	0.0	
sp|P41222|PTGDS_HUMAN	P41222	PTGDS_HUMAN	PTGDS	190	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin-H2 D-isomerase	1.0	0.999	7	9	9	9	9	9	9	1.47792205E9	
sp|P41271|NBL1_HUMAN	P41271	NBL1_HUMAN	NBL1	181	Homo sapiens	1:Experimental evidence at protein level	Neuroblastoma suppressor of tumorigenicity 1	0.6034	0.9668	1	1	1	1	1	1	1	1985867.9	
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens	1:Experimental evidence at protein level	Lysosomal Pro-X carboxypeptidase	0.5769	0.9631	1	1	1	1	1	1	1	402988.6	
sp|P43121|MUC18_HUMAN	P43121	MUC18_HUMAN	MCAM	646	Homo sapiens	1:Experimental evidence at protein level	Cell surface glycoprotein MUC18	1.0	0.9989	8	8	8	8	8	8	8	4289973.5	
sp|P43251|BTD_HUMAN	P43251	BTD_HUMAN	BTD	543	Homo sapiens	1:Experimental evidence at protein level	Biotinidase	1.0	0.9981	4	4	4	4	4	4	4	4105112.0	
sp|P43652|AFAM_HUMAN	P43652	AFAM_HUMAN	AFM	599	Homo sapiens	1:Experimental evidence at protein level	Afamin	1.0	0.999	10	10	10	10	10	10	10	8835195.0	
sp|P48058|GRIA4_HUMAN	P48058	GRIA4_HUMAN	GRIA4	902	Homo sapiens	1:Experimental evidence at protein level	Glutamate receptor 4	0.6855	0.9766	1	1	1	1	1	1	1	348052.94	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein P	1.0	0.9933	3	3	3	3	3	3	3	1643337.9	
sp|P51693|APLP1_HUMAN	P51693	APLP1_HUMAN	APLP1	650	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 1	1.0	0.999	13	17	17	17	17	17	17	2.8315614E7	
sp|P51884|LUM_HUMAN	P51884	LUM_HUMAN	LUM	338	Homo sapiens	1:Experimental evidence at protein level	Lumican	1.0	0.9989	6	6	6	6	6	6	6	6730814.0	
sp|P54289|CA2D1_HUMAN	P54289	CA2D1_HUMAN	CACNA2D1	1103	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.0	0.993	4	4	4	4	4	4	4	1341673.0	
sp|P54764|EPHA4_HUMAN	P54764	EPHA4_HUMAN	EPHA4	986	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 4	1.0	0.999	2	2	2	2	2	2	2	1773407.2	
sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	493	Homo sapiens	1:Experimental evidence at protein level	Phospholipid transfer protein	1.0	0.9989	6	8	8	8	8	8	8	4187882.5	
sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	255	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 4	0.8655	0.992	1	1	1	1	1	1	1	1078382.0	
sp|P55283|CADH4_HUMAN	P55283	CADH4_HUMAN	CDH4	916	Homo sapiens	1:Experimental evidence at protein level	Cadherin-4	0.7487	0.9828	1	1	1	1	1	1	1	268722.53	
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	Homo sapiens	1:Experimental evidence at protein level	Cadherin-13	1.0	0.9989	4	4	4	4	4	4	4	4956540.5	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.9931	2	2	2	2	2	2	2	1478991.1	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.9988	8	6	0	8	6	0	8	8947355.0	sp|P63261|ACTG_HUMAN
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.9853	3	3	3	3	3	3	3	3321185.8	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.999	3	5	5	5	5	5	5	2.04718704E8	
sp|P61916|NPC2_HUMAN	P61916	NPC2_HUMAN	NPC2	151	Homo sapiens	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 2	1.0	0.998	6	7	7	7	7	7	7	1.0830102E7	
